timesteps,env_idx,episode_reward,episode_length
47856,2,-20.0,1
47860,2,-20.0,1
48028,1,126.47219,101
48052,3,137.406296,101
48068,1,-8.161041,10
48136,0,137.894309,101
48148,2,64.484589,72
48352,2,40.189513,51
48456,3,132.119378,101
48472,1,140.226783,101
48540,0,132.831794,101
48756,2,136.336788,101
48860,3,108.613359,101
48876,1,128.833711,101
48944,0,136.757516,101
49152,3,65.959692,73
49160,2,129.980336,101
49280,1,125.998727,101
49348,0,129.110315,101
49448,1,30.842885,42
49556,3,128.449489,101
49564,2,137.56303,101
49752,0,130.38167,101
49852,1,136.930704,101
49960,3,131.491551,101
49968,2,131.585078,101
50140,2,36.705346,43
50156,0,130.672681,101
50196,0,-7.87186,10
50200,0,-20.0,1
50248,1,109.344075,99
50364,3,133.344605,101
50496,2,94.289745,89
50564,1,77.670001,79
50568,1,-20.0,1
50576,1,-18.664814,2
50580,1,-20.0,1
50604,0,137.735257,101
50648,0,-6.360321,11
50768,3,138.096165,101
50900,2,138.269772,101
50984,1,134.324898,101
50992,1,-18.622917,2
51052,0,139.401032,101
51056,0,-20.0,1
51060,3,69.62137,73
51228,2,66.936787,82
51396,1,135.127413,101
51460,0,142.649057,101
51464,3,134.492207,101
51544,3,5.351325,20
51564,2,89.201957,84
51800,1,131.741367,101
51864,0,137.325056,101
51948,3,102.48447,101
51968,2,136.634431,101
52204,1,118.341216,101
52268,0,135.894633,101
52272,0,-20.0,1
52352,3,131.185554,101
52372,2,138.283172,101
52608,1,136.88232,101
52676,0,138.787099,101
52756,3,131.88351,101
52776,2,140.516232,101
52784,0,15.95834,27
52816,2,-7.029599,10
53012,1,128.611831,101
53160,3,126.196432,101
53188,0,138.016822,101
53220,2,139.122493,101
53416,1,126.304726,101
53420,1,-20.0,1
53564,3,132.850284,101
53588,1,32.474397,42
53592,0,132.96594,101
53624,2,133.400239,101
53636,2,-17.448152,3
53808,3,55.407082,61
53992,1,132.04906,101
53996,0,105.844411,101
54032,0,-8.645169,9
54040,2,139.488945,101
54060,1,1.34781,17
54148,3,89.052822,85
54436,0,134.891061,101
54444,2,134.132437,101
54464,1,137.726149,101
54468,1,-20.0,1
54552,3,138.440986,101
54840,0,139.974688,101
54848,2,142.472224,101
54868,2,-14.438232,5
54872,1,138.728039,101
54876,1,-20.0,1
54956,3,138.537533,101
54960,3,-20.0,1
55096,3,21.770504,34
55232,0,107.872337,98
55268,1,102.926036,98
55272,2,132.238273,101
55284,2,-17.340497,3
55344,3,58.237257,62
55636,0,134.526737,101
55636,1,73.765098,92
55640,0,-20.0,1
55640,1,-20.0,1
55688,2,135.238104,101
55704,2,-15.895855,4
55720,1,6.59916,20
55724,1,-20.0,1
55728,1,-20.0,1
55740,3,103.091195,99
55744,0,13.517673,26
55756,3,-16.019548,4
56108,2,126.474795,101
56132,1,133.47918,101
56136,1,-20.0,1
56148,0,143.61409,101
56152,0,-20.0,1
56156,0,-20.0,1
56160,3,138.630173,101
56196,3,-8.651603,9
56404,0,59.698193,62
56408,0,-20.0,1
56512,2,129.814098,101
56516,3,74.310956,80
56540,1,135.327453,101
56748,3,53.090873,58
56812,0,135.078353,101
56916,2,138.61301,101
56920,2,-20.0,1
56944,1,138.935619,101
57152,3,131.832505,101
57160,3,-18.648746,2
57180,3,-14.194827,5
57216,0,131.242619,101
57240,1,67.707084,74
57316,0,9.679755,25
57324,2,136.489253,101
57584,3,128.955576,101
57644,1,128.668174,101
57720,0,129.633202,101
57728,2,132.982741,101
57988,3,132.19509,101
58044,0,71.896376,81
58048,1,135.808941,101
58132,2,137.164644,101
58268,2,21.910792,34
58392,3,130.312801,101
58448,0,129.53926,101
58452,1,132.106119,101
58672,2,136.342824,101
58772,0,78.755533,81
58792,3,104.693441,100
58816,3,-13.527528,6
58856,1,129.752847,101
58864,3,-4.369838,12
58884,3,-14.670907,5
59068,1,45.06973,53
59076,2,127.606291,101
59176,0,137.742238,101
59224,0,-4.272476,12
59280,2,45.506842,51
59288,3,143.067557,101
59472,1,128.915798,101
59492,1,-14.914325,5
59496,1,-20.0,1
59628,0,141.470462,101
59684,2,129.786924,101
59692,3,140.313997,101
59900,1,138.065648,101
60032,0,135.403483,101
60036,0,-20.0,1
60088,2,140.051908,101
60096,3,123.217558,101
60100,3,-20.0,1
60284,3,42.382348,46
60304,1,139.487371,101
60440,0,136.929814,101
60492,2,140.896534,101
60688,3,131.838064,101
60708,1,132.82786,101
60824,3,24.428021,34
60844,0,139.32488,101
60896,2,129.324367,101
60956,1,55.865778,62
61052,0,43.45404,52
61228,3,133.048214,101
61300,2,115.28649,101
61360,1,138.230905,101
61456,0,134.902955,101
61460,0,-20.0,1
61468,2,36.774431,42
61632,3,127.758215,101
61764,1,137.025537,101
61824,0,95.073464,91
61872,2,138.380484,101
62036,3,131.893194,101
62168,1,130.758655,101
62228,0,126.430961,101
62272,3,49.623923,59
62276,2,124.732493,101
62500,0,51.234469,68
62572,1,135.064675,101
62628,3,88.263164,89
62652,2,95.734204,94
62696,2,-6.688099,11
62904,0,124.836796,101
62908,1,89.913056,84
62916,0,-17.277532,3
63032,3,131.305787,101
63100,2,140.142553,101
63312,1,128.584595,101
63320,0,130.11355,101
63340,0,-14.225315,5
63436,3,132.831729,101
63504,2,116.037155,101
63540,0,44.809865,50
63716,1,144.079152,101
63832,3,97.829951,99
63908,2,137.650229,101
63944,0,138.961094,101
63952,0,-18.663996,2
64120,1,132.413344,101
64236,3,137.06911,101
64308,2,107.338231,100
64312,2,-20.0,1
64352,1,49.532265,58
64356,0,135.640821,101
64356,1,-20.0,1
64640,3,137.656755,101
64644,3,-20.0,1
64716,2,135.214546,101
64760,0,139.494031,101
64760,1,138.605392,101
65048,3,127.319553,101
65120,2,131.182822,101
65124,2,-20.0,1
65164,0,125.85223,101
65164,1,136.591072,101
65360,1,36.66572,49
65452,3,130.137284,101
65528,2,142.402437,101
65568,0,138.270445,101
65764,1,132.877177,101
65856,3,126.189779,101
65932,2,130.421926,101
65972,0,138.214726,101
66168,1,136.945521,101
66172,1,-20.0,1
66260,3,143.147364,101
66336,2,140.497361,101
66376,0,131.737431,101
66392,2,-1.903752,14
66512,0,21.33765,34
66576,1,139.551047,101
66584,2,43.282345,48
66664,3,133.749589,101
66916,0,133.355715,101
66980,1,134.231085,101
66988,2,125.682648,101
67028,2,-7.410703,10
67032,2,-20.0,1
67068,3,140.226315,101
67168,0,56.499137,63
67176,2,20.601244,36
67352,3,63.872554,71
67384,1,139.261343,101
67572,0,137.324335,101
67580,2,132.9533,101
67756,3,140.004956,101
67788,1,142.703175,101
67976,0,139.686043,101
67984,2,140.229643,101
68160,3,132.193873,101
68192,1,137.56229,101
68196,1,-20.0,1
68380,0,128.467959,101
68388,2,133.615093,101
68424,0,-5.634398,11
68564,3,137.067203,101
68600,1,131.856904,101
68680,2,66.604901,73
68828,0,134.136695,101
68968,3,133.764464,101
69004,1,131.239931,101
69084,2,127.088009,101
69088,2,-20.0,1
69232,0,138.935377,101
69372,3,135.62486,101
69408,1,137.213645,101
69492,2,127.101549,101
69512,2,-14.512189,5
69636,0,140.267694,101
69740,3,100.164554,92
69812,1,137.326552,101
69844,1,-9.966397,8
69916,2,132.999253,101
70040,0,135.196378,101
70144,3,141.534661,101
70248,1,136.061233,101
70320,2,138.25807,101
70444,0,142.106895,101
70476,0,-10.261836,8
70548,3,135.203896,101
70652,1,141.504623,101
70656,1,-20.0,1
70660,1,-20.0,1
70696,2,91.926916,94
70792,0,84.32082,79
70952,3,140.736779,101
71064,1,121.895894,101
71100,2,139.690958,101
71128,2,-12.13845,7
71196,0,136.680946,101
71356,3,122.614313,101
71360,3,-20.0,1
71468,1,131.326714,101
71532,2,136.06271,101
71600,0,143.407739,101
71652,3,68.0936,73
71656,3,-20.0,1
71872,1,126.359949,101
71876,1,-20.0,1
71928,3,57.110352,68
71932,3,-20.0,1
71936,2,138.110277,101
72004,0,131.55155,101
72280,1,136.860158,101
72336,3,134.740495,101
72340,2,130.200435,101
72408,0,138.134823,101
72412,0,-20.0,1
72628,2,54.109758,72
72684,1,140.849205,101
72740,3,135.228409,101
72816,0,128.829044,101
72972,3,44.280197,58
73032,2,126.027616,101
73064,2,-10.186284,8
73080,2,-15.777849,4
73088,1,124.181997,101
73220,0,143.679076,101
73376,3,133.69986,101
73484,2,133.93337,101
73492,1,140.744968,101
73624,0,137.60683,101
73780,3,134.46153,101
73888,2,136.452599,101
73896,1,134.513956,101
73932,1,-8.904964,9
74028,0,134.091722,101
74120,3,84.370062,85
74204,2,72.835792,79
74208,2,-20.0,1
74264,2,-1.613979,14
74336,1,141.538144,101
74432,0,140.771522,101
74524,3,138.685687,101
74668,2,143.290159,101
74740,1,130.52845,101
74744,1,-20.0,1
74836,0,135.262693,101
74928,3,130.846378,101
75072,2,137.773783,101
75076,2,-20.0,1
75148,1,133.465504,101
75152,1,-20.0,1
75164,3,51.583678,59
75168,3,-20.0,1
75224,1,2.99206,18
75240,0,135.656516,101
75276,3,15.555461,27
75480,2,132.12639,101
75628,1,139.772965,101
75644,0,139.499137,101
75680,3,136.622514,101
75864,0,54.084378,55
75884,2,135.945792,101
76004,3,74.162842,81
76032,1,136.548515,101
76268,0,138.211097,101
76288,2,99.035173,101
76308,3,73.938723,76
76436,1,139.568272,101
76472,2,35.99219,46
76672,0,133.127858,101
76712,3,133.889193,101
76716,3,-20.0,1
76840,1,132.949133,101
76876,2,139.168318,101
77076,0,121.342896,101
77120,3,135.638428,101
77140,3,-14.493316,5
77244,1,137.526876,101
77248,1,-20.0,1
77272,1,-12.924584,6
77280,2,137.110697,101
77304,1,-10.534417,8
77480,0,137.451056,101
77544,3,123.810647,101
77548,3,-20.0,1
77684,2,135.135535,101
77708,1,141.01259,101
77820,0,74.075585,85
77952,3,137.825666,101
78088,2,131.292284,101
78112,1,137.204675,101
78224,0,140.120108,101
78248,0,-12.990207,6
78356,3,138.345623,101
78492,2,140.509343,101
78496,2,-20.0,1
78516,1,143.115951,101
78652,0,132.562702,101
78760,3,135.981653,101
78764,3,-20.0,1
78796,3,-10.32464,8
78900,2,135.297058,101
78904,2,-20.0,1
78920,1,134.502323,101
79056,0,135.212731,101
79200,3,138.182417,101
79308,2,139.00175,101
79324,1,112.942813,101
79416,0,77.449071,90
79604,3,134.6219,101
79712,2,127.943616,101
79728,1,136.00999,101
79784,2,0.278256,18
79820,0,132.140414,101
80008,3,138.315718,101
80012,3,-20.0,1
80132,1,132.654835,101
80188,2,130.000539,101
80224,0,138.736562,101
80416,3,129.898877,101
80536,1,138.394439,101
80592,2,134.94689,101
80628,0,140.4262,101
80820,3,142.672363,101
80828,3,-18.662876,2
80940,1,130.327611,101
80996,2,137.00244,101
81032,0,136.763246,101
81232,3,139.966625,101
81260,3,-11.464183,7
81344,1,139.164971,101
81348,1,-20.0,1
81400,2,139.009399,101
81436,0,135.344156,101
81664,3,135.473443,101
81712,1,81.735656,91
81804,2,138.258048,101
81820,2,-15.947413,4
81840,0,135.369512,101
82068,3,135.216477,101
82116,1,139.764549,101
82224,2,139.942558,101
82244,0,128.719145,101
82472,3,134.658448,101
82520,1,138.01698,101
82628,2,138.170298,101
82648,0,125.057616,101
82652,0,-20.0,1
82788,0,20.773303,34
82792,0,-20.0,1
82876,3,139.387353,101
82880,3,-20.0,1
82924,1,138.71597,101
83008,0,55.950038,54
83032,2,140.597005,101
83284,3,125.106019,101
83328,1,139.931473,101
83412,0,139.454604,101
83436,2,141.734831,101
83456,3,37.33802,43
83732,1,137.945205,101
83816,0,136.658166,101
83840,2,140.481013,101
83844,2,-20.0,1
83860,3,119.900738,101
84136,1,124.85634,101
84176,1,-7.689342,10
84220,0,142.720027,101
84248,2,137.603453,101
84264,3,124.798979,101
84336,1,30.450008,40
84624,0,137.863412,101
84652,2,134.384662,101
84656,0,-10.524227,8
84668,3,137.51563,101
84740,1,125.638146,101
84744,2,10.276184,23
85060,0,121.182908,101
85072,3,114.841345,101
85144,1,132.926819,101
85148,2,125.693152,101
85464,0,140.532655,101
85476,3,134.812437,101
85548,1,128.080099,101
85552,2,129.990166,101
85564,2,-17.309409,3
85708,3,46.252081,58
85868,0,136.484312,101
85952,1,139.429177,101
85968,2,138.293645,101
86112,3,132.211748,101
86272,0,137.024816,101
86356,1,121.149005,101
86372,2,136.357154,101
86516,3,136.079873,101
86676,0,133.128219,101
86760,1,122.300829,101
86776,2,134.843094,101
86920,3,136.376871,101
87080,0,136.553228,101
87164,1,126.354488,101
87168,1,-20.0,1
87180,2,120.227516,101
87184,2,-20.0,1
87324,3,139.517593,101
87484,0,134.266476,101
87572,1,135.289497,101
87588,2,134.518502,101
87728,3,137.515094,101
87888,0,112.472118,101
87892,0,-20.0,1
87900,3,27.576534,43
87976,1,123.020248,101
87992,1,-15.879524,4
87992,2,133.057594,101
88140,0,49.155414,62
88304,3,139.377026,101
88396,1,134.678509,101
88396,2,137.402223,101
88544,0,136.40224,101
88708,3,120.143886,101
88724,3,-15.86032,4
88800,1,132.672606,101
88800,2,133.254494,101
88804,1,-20.0,1
88844,0,74.01944,75
89128,3,133.244945,101
89132,3,-20.0,1
89164,3,-10.632007,8
89168,3,-20.0,1
89204,2,131.016958,101
89208,1,136.259386,101
89248,0,130.85733,101
89380,1,28.479017,43
89572,3,133.327936,101
89608,2,136.883948,101
89620,0,90.366588,93
89784,1,138.885869,101
89976,3,132.137346,101
90012,2,124.067966,101
90024,0,133.780614,101
90172,2,27.807432,40
90188,1,142.217722,101
90276,2,14.820835,26
90372,3,98.088509,99
90428,0,124.181005,101
90560,1,86.484168,93
90680,2,141.068625,101
90776,3,125.344067,101
90832,0,139.532159,101
90964,1,141.807112,101
90968,1,-20.0,1
91084,2,115.16708,101
91088,2,-20.0,1
91180,3,138.626595,101
91236,0,136.371328,101
91372,1,138.648834,101
91388,2,66.334253,75
91584,3,137.756955,101
91640,0,123.005638,101
91776,1,128.292041,101
91792,2,139.826275,101
91796,2,-20.0,1
91988,3,134.36413,101
92044,0,132.147078,101
92116,3,17.459175,32
92180,1,136.583327,101
92200,2,137.653369,101
92352,3,51.172631,59
92448,0,139.195139,101
92584,1,114.009187,101
92604,2,131.181553,101
92756,3,139.574537,101
92772,3,-16.222064,4
92852,0,118.171341,101
92952,1,91.08752,92
93000,2,90.030207,99
93176,3,135.717303,101
93196,3,-14.508971,5
93204,3,-18.700031,2
93256,0,119.347042,101
93256,2,63.92676,64
93356,1,138.244801,101
93608,3,136.729,101
93612,3,-20.0,1
93660,0,124.880018,101
93660,2,139.592398,101
93760,1,134.413713,101
93948,3,73.207512,84
94064,0,138.297851,101
94064,2,138.654567,101
94076,2,-17.125093,3
94084,2,-18.733031,2
94088,2,-20.0,1
94092,2,-20.0,1
94164,1,134.74429,101
94340,3,96.909988,98
94468,0,120.518714,101
94496,2,137.374469,101
94568,1,126.713292,101
94744,3,125.398638,101
94804,2,65.719063,77
94872,0,132.78146,101
94904,0,-10.044973,8
94972,1,137.528214,101
95148,3,140.002257,101
95208,2,136.107595,101
95308,0,120.199598,101
95324,0,-15.752693,4
95376,1,133.513555,101
95552,3,137.487312,101
95612,2,137.747729,101
95728,0,116.910131,101
95780,1,128.129378,101
95956,3,136.012002,101
96016,2,136.711481,101
96132,0,132.718206,101
96184,1,135.133075,101
96216,2,42.931125,50
96360,3,139.090318,101
96536,0,141.777142,101
96588,1,133.845078,101
96620,2,139.001699,101
96764,3,136.520633,101
96860,2,45.121109,60
96940,0,133.49947,101
96992,1,116.608925,101
97168,3,134.919686,101
97212,2,81.052119,88
97344,0,141.970265,101
97396,1,141.811408,101
97572,3,126.775462,101
97616,2,139.173985,101
97748,0,135.303659,101
97752,0,-20.0,1
97756,0,-20.0,1
97800,1,139.679628,101
97976,3,137.725431,101
98020,2,122.48876,101
98160,0,119.920599,101
98204,1,137.422634,101
98380,3,120.964377,101
98424,2,130.939301,101
98564,0,134.253766,101
98568,0,-20.0,1
98608,1,128.23313,101
98784,3,137.047643,101
98808,3,-12.906298,6
98828,2,132.407824,101
98972,0,136.897277,101
98976,0,-20.0,1
99012,1,129.298796,101
99212,3,140.292899,101
99232,2,136.566005,101
99380,0,138.116025,101
99416,1,134.577303,101
99616,3,133.94681,101
99636,2,126.960915,101
99776,2,21.567453,35
99784,0,107.936051,101
99788,2,-17.324133,3
99820,1,132.774369,101
100020,3,137.009324,101
100188,0,134.800904,101
100192,2,130.195264,101
100224,1,138.173903,101
100424,3,121.630192,101
100592,0,133.120549,101
100596,2,136.963444,101
100628,1,133.601337,101
100828,3,133.316216,101
100996,0,122.651159,101
101000,0,-20.0,1
101000,2,125.522955,101
101032,1,140.187433,101
101232,3,140.071026,101
101404,0,139.433115,101
101404,2,131.093419,101
101436,1,139.105491,101
101500,3,58.548513,67
101548,1,18.696158,28
101808,0,138.554641,101
101808,2,135.196515,101
101812,0,-20.0,1
101816,0,-20.0,1
101904,3,120.22797,101
101952,1,137.242828,101
102212,2,136.815894,101
102220,0,136.230852,101
102232,0,-17.057718,3
102308,3,140.715096,101
102356,1,134.474754,101
102572,0,81.753534,85
102616,2,135.974307,101
102620,2,-20.0,1
102712,3,133.282252,101
102716,3,-20.0,1
102760,1,138.570929,101
102976,0,133.27704,101
103024,2,115.937954,101
103120,3,137.367097,101
103148,3,-11.246995,7
103156,3,-18.562507,2
103164,1,137.140422,101
103300,0,81.8568,81
103428,2,142.261376,101
103560,3,141.479793,101
103568,1,139.321427,101
103572,1,-20.0,1
103664,2,62.03,59
103704,0,129.449765,101
103964,3,121.792115,101
103976,1,127.93155,101
104068,2,138.324234,101
104108,0,142.643769,101
104368,3,119.642415,101
104380,1,129.386789,101
104380,3,-17.233062,3
104472,2,132.272868,101
104512,0,134.582144,101
104784,1,137.571617,101
104784,3,131.698325,101
104792,1,-18.56459,2
104876,2,134.701916,101
104916,0,133.692594,101
104920,3,21.216461,34
105076,1,64.752036,71
105252,2,92.139712,94
105320,0,117.386691,101
105324,3,131.981023,101
105468,0,21.840263,37
105472,0,-20.0,1
105480,1,135.191334,101
105500,2,59.008309,62
105524,0,-4.721491,13
105680,1,34.044575,50
105728,3,137.075007,101
105744,3,-15.704961,4
105904,2,142.57852,101
105928,0,139.209936,101
105936,0,-18.711135,2
106084,1,129.878252,101
106148,3,141.81201,101
106308,2,134.885007,101
106340,0,128.267906,101
106352,2,-6.528375,11
106380,0,-7.676891,10
106488,1,134.518148,101
106552,3,134.339979,101
106756,2,137.066043,101
106784,0,125.741972,101
106892,1,137.813691,101
106956,3,132.932503,101
107160,2,131.520301,101
107188,0,137.092845,101
107220,0,-11.031485,8
107224,0,-20.0,1
107296,1,140.646885,101
107360,3,138.437006,101
107364,3,-20.0,1
107368,3,-20.0,1
107564,2,134.615815,101
107628,0,137.345032,101
107700,1,130.957857,101
107704,1,-20.0,1
107740,1,-9.589149,9
107772,3,136.660121,101
107796,2,52.69936,58
107800,2,-20.0,1
108032,0,143.104856,101
108144,1,137.877351,101
108176,3,133.107055,101
108204,2,135.353617,101
108436,0,142.805489,101
108548,1,114.052623,101
108580,3,135.68897,101
108608,2,134.590088,101
108840,0,122.362461,101
108880,0,-8.367012,10
108884,0,-20.0,1
108952,1,131.107117,101
108984,3,139.272791,101
109012,2,141.471872,101
109288,0,114.952595,101
109356,1,130.7919,101
109388,3,120.961148,101
109408,2,101.41893,99
109548,1,36.392816,48
109692,0,133.057192,101
109792,3,124.043287,101
109812,2,139.720949,101
109952,1,130.797386,101
110096,0,132.878766,101
110144,1,37.591181,48
110196,3,142.197619,101
110200,3,-20.0,1
110216,2,135.049188,101
110448,2,53.873955,58
110500,0,139.821105,101
110548,1,133.39301,101
110604,3,118.792396,101
110852,2,135.425301,101
110904,0,128.085864,101
110952,1,133.042739,101
111008,3,137.584045,101
111028,3,-14.359585,5
111240,1,68.971478,72
111256,2,119.141825,101
111260,2,-20.0,1
111264,2,-20.0,1
111308,0,140.230205,101
111432,3,128.818972,101
111644,1,124.301303,101
111660,1,-15.902657,4
111668,2,141.216906,101
111712,0,137.394944,101
111836,3,121.034582,101
112064,1,135.529191,101
112072,2,139.515596,101
112076,2,-20.0,1
112116,0,137.588877,101
112240,3,138.379324,101
112368,1,71.058844,76
112480,2,120.364831,101
112520,0,133.203624,101
112644,3,114.309718,101
112708,0,45.698628,47
112772,1,141.673517,101
112800,0,10.271956,23
112884,2,133.247232,101
112988,0,41.082327,47
113036,0,-3.916449,12
113048,3,140.330299,101
113176,1,141.245149,101
113288,2,113.98184,101
113440,0,139.154065,101
113452,3,108.711395,101
113580,1,140.078832,101
113588,1,-18.661285,2
113692,2,137.423504,101
113844,0,121.708727,101
113852,0,-18.594239,2
113856,3,137.574443,101
113992,1,141.177,101
114096,2,139.378361,101
114256,0,124.642567,101
114260,3,140.915825,101
114272,0,-15.666831,4
114396,1,137.19857,101
114472,2,100.323693,94
114664,3,138.385329,101
114676,0,134.072055,101
114800,1,122.75093,101
114876,2,139.041189,101
115068,3,138.081761,101
115080,0,118.701124,101
115204,1,127.410949,101
115280,2,140.468541,101
115472,3,132.378943,101
115484,0,125.036666,101
115608,1,139.048844,101
115640,1,-10.072874,8
115684,2,134.51661,101
115876,3,126.411642,101
115888,0,137.83602,101
116044,1,138.016942,101
116088,2,139.971947,101
116092,2,-20.0,1
116280,3,127.370955,101
116284,3,-20.0,1
116292,0,141.390512,101
116448,1,140.312569,101
116472,1,-12.860103,6
116492,1,-14.43215,5
116496,2,142.163611,101
116688,3,140.555746,101
116696,0,137.815298,101
116896,1,122.081598,101
116900,2,133.208639,101
117092,3,136.971371,101
117100,0,119.29175,101
117300,1,113.587134,101
117304,2,127.087692,101
117496,3,136.876312,101
117504,0,140.085486,101
117508,0,-20.0,1
117640,3,18.318812,36
117684,1,66.527096,96
117708,2,134.454289,101
117912,0,139.645557,101
117916,1,48.584383,58
118044,3,134.641439,101
118112,2,141.295204,101
118216,3,35.272051,43
118316,0,140.596302,101
118320,1,136.55037,101
118516,2,136.247046,101
118620,3,121.451686,101
118720,0,135.981799,101
118724,1,139.172567,101
118880,2,100.110053,91
119024,3,125.54979,101
119052,3,-12.11566,7
119124,0,134.020801,101
119128,1,128.675811,101
119284,2,139.211391,101
119456,3,121.340475,101
119528,0,125.969128,101
119532,1,134.382555,101
119548,1,-15.819761,4
119688,2,131.747746,101
119692,2,-20.0,1
119732,2,-8.704853,10
119860,3,140.053397,101
119932,0,124.621524,101
119952,0,-14.236482,5
119952,1,133.33668,101
119956,1,-20.0,1
119960,1,-20.0,1
120136,2,142.489081,101
120164,2,-11.636875,7
120264,3,125.764914,101
120268,3,-20.0,1
120356,0,141.331859,101
120360,0,-20.0,1
120364,1,135.82425,101
120368,1,-20.0,1
120532,0,34.952003,43
120568,2,137.290361,101
120672,3,134.528666,101
120676,3,-20.0,1
120772,1,126.537997,101
120776,1,-20.0,1
120936,0,133.897418,101
120956,1,40.548127,45
120972,2,136.367395,101
121080,3,131.855731,101
121084,3,-20.0,1
121340,0,139.750431,101
121360,1,142.428457,101
121376,2,109.707127,101
121488,3,129.365052,101
121744,0,138.011293,101
121764,1,113.378849,101
121780,2,138.720033,101
121892,3,136.404162,101
121928,3,-8.737729,9
122148,0,143.432963,101
122168,1,134.925406,101
122184,2,138.547782,101
122332,3,125.379558,101
122552,0,131.710567,101
122572,1,134.547649,101
122588,2,137.872682,101
122736,3,123.27767,101
122956,0,137.347324,101
122976,1,120.937304,101
122976,2,92.307904,97
123140,3,116.760165,101
123360,0,125.516588,101
123380,1,139.157559,101
123380,2,120.794637,101
123544,3,139.559046,101
123740,3,40.07883,49
123764,0,140.878891,101
123784,1,138.207627,101
123784,2,140.050427,101
123876,3,17.65391,34
124168,0,137.145829,101
124188,1,120.886823,101
124188,2,135.167172,101
124192,2,-20.0,1
124280,3,129.538781,101
124360,0,44.815953,48
124592,1,130.820348,101
124596,2,120.179425,101
124684,3,125.8564,101
124764,0,137.781466,101
124996,1,129.744659,101
125000,2,136.856551,101
125004,2,-20.0,1
125088,3,137.296304,101
125168,0,135.385721,101
125400,1,138.111375,101
125408,2,133.252553,101
125444,1,-5.636829,11
125456,1,-17.241069,3
125492,3,138.304014,101
125572,0,141.629335,101
125812,2,127.352412,101
125860,1,130.456869,101
125896,3,132.214405,101
125976,0,124.349603,101
126216,2,135.3345,101
126264,1,135.4851,101
126300,3,136.763598,101
126380,0,135.534951,101
126620,2,138.116448,101
126668,1,137.197826,101
126704,3,137.46318,101
126784,0,127.547312,101
126788,0,-20.0,1
126792,0,-20.0,1
126900,3,35.673656,49
127008,1,80.644545,85
127024,2,138.542885,101
127196,0,140.467896,101
127304,3,130.555461,101
127412,1,138.122491,101
127428,2,130.248922,101
127528,3,57.960982,56
127600,0,133.696557,101
127816,1,136.61004,101
127832,2,140.35944,101
127932,3,139.933273,101
128004,0,137.746961,101
128220,1,128.852514,101
128236,2,136.350963,101
128336,3,140.218158,101
128408,0,132.040183,101
128624,1,133.030856,101
128640,2,139.211797,101
128740,3,138.802208,101
128812,0,130.75544,101
129028,1,138.736688,101
129044,2,121.918749,101
129080,0,69.470381,67
129144,3,133.172798,101
129212,2,29.151115,42
129432,1,118.205661,101
129456,1,-13.125326,6
129484,0,134.350126,101
129548,3,134.91638,101
129616,2,106.276192,101
129860,1,129.521547,101
129888,0,126.834711,101
129952,3,106.860225,101
130020,2,132.137753,101
130060,0,27.930395,43
130264,1,127.767508,101
130356,3,133.82116,101
130360,3,-20.0,1
130424,2,140.028903,101
130428,2,-20.0,1
130464,0,134.984074,101
130668,1,107.891321,101
130764,3,138.818565,101
130816,3,-4.791216,13
130832,2,130.030752,101
130844,2,-17.055711,3
130868,0,140.496889,101
131024,1,69.594638,89
131028,1,-20.0,1
131220,3,107.934152,101
131248,2,139.805933,101
131272,0,125.714333,101
131276,0,-20.0,1
131292,0,-15.992813,4
131432,1,128.732022,101
131624,3,122.704353,101
131652,2,129.457466,101
131696,0,138.993939,101
131836,1,138.482538,101
132028,3,132.89812,101
132056,2,138.82667,101
132100,0,131.996224,101
132136,3,11.141822,27
132240,1,134.438,101
132460,2,135.131534,101
132504,0,142.812139,101
132508,0,-20.0,1
132520,3,82.342817,96
132644,1,137.443706,101
132792,2,63.196763,83
132912,0,133.006551,101
132924,3,126.029757,101
132956,3,-12.855243,8
133048,1,124.186567,101
133196,2,135.316646,101
133316,0,134.75757,101
133360,3,135.221614,101
133364,3,-20.0,1
133452,1,136.706674,101
133600,2,137.046479,101
133604,2,-20.0,1
133720,0,139.068123,101
133768,3,144.161868,101
133772,3,-20.0,1
133856,1,133.940317,101
134008,2,112.484606,101
134124,0,114.668663,101
134176,3,128.787265,101
134180,3,-20.0,1
134260,1,113.41969,101
134364,3,33.647445,46
134412,2,129.176541,101
134416,2,-20.0,1
134528,0,137.026105,101
134664,1,133.950288,101
134768,3,135.022523,101
134820,2,122.965776,101
134932,0,139.739394,101
134936,0,-20.0,1
134968,0,-9.888978,8
135068,1,140.671451,101
135076,1,-18.652952,2
135108,1,-10.638626,8
135172,3,137.800348,101
135224,2,130.411552,101
135264,3,7.966639,23
135372,0,132.419578,101
135512,1,136.653976,101
135628,2,132.831007,101
135668,3,131.592175,101
135776,0,100.477909,101
135792,2,30.168409,41
135816,0,-7.573712,10
135884,0,3.098497,17
135888,0,-20.0,1
135916,1,138.199137,101
135920,1,-20.0,1
136072,3,139.954798,101
136076,3,-20.0,1
136196,2,142.808081,101
136292,0,133.979472,101
136324,1,140.68664,101
136480,3,139.372624,101
136600,2,110.247465,101
136608,1,61.881925,71
136696,0,140.168533,101
136712,0,-15.862848,4
136884,3,128.260524,101
136984,2,100.656998,96
137012,1,141.742373,101
137116,0,128.2075,101
137128,0,-17.306714,3
137288,3,119.013056,101
137388,2,120.068062,101
137416,1,137.701348,101
