timesteps,env_idx,episode_reward,episode_length
2000,1,-2.876808,17
2028,0,-9.398415,11
2044,2,-8.599684,12
2048,3,28.591782,45
2072,1,-2.459086,18
2076,0,-10.317776,12
2096,1,-14.578013,6
2100,2,-5.51961,14
2104,2,-20.0,1
2112,3,-1.452691,16
2116,2,-17.231273,3
2120,0,-8.166591,11
2128,0,-18.707538,2
2144,1,-8.733916,12
2168,1,-14.274004,6
2176,3,-2.684792,16
2196,2,-1.689134,20
2208,1,-10.498304,10
2212,1,-20.0,1
2216,1,-20.0,1
2224,1,-18.639326,2
2236,2,-11.607427,10
2240,0,9.738896,28
2248,3,-2.132037,18
2272,2,-10.230934,9
2288,0,-7.143584,12
2288,1,-3.179105,16
2300,3,-6.662655,13
2304,3,-20.0,1
2316,2,-10.435297,11
2332,1,-10.574497,11
2344,0,-3.549298,14
2368,3,-4.886858,16
2372,1,-9.679474,10
2372,3,-20.0,1
2388,0,-8.29661,11
2388,2,0.900508,18
2420,1,-4.949138,12
2424,3,-8.411504,13
2460,0,-0.70693,18
2504,0,-7.872976,11
2508,0,-20.0,1
2524,3,6.635111,25
2532,0,-13.774153,6
2532,2,21.677806,36
2580,0,-6.868788,12
2584,1,21.96536,41
2604,0,-14.925371,6
2616,2,2.581438,21
2724,0,14.54319,30
2828,0,8.345691,26
2852,1,50.165033,67
2872,0,-6.935963,11
2928,3,124.15513,101
2932,0,-3.633775,15
3020,2,133.136596,101
3044,2,-14.440703,6
3048,3,16.412248,30
3112,3,-0.238998,16
3152,3,-9.117937,10
3156,1,76.099674,76
3172,1,-16.306696,4
3192,3,-8.278342,10
3196,2,28.299472,38
3216,1,-6.560941,11
3220,0,67.46922,72
3300,1,4.899874,21
3344,0,19.756349,31
3344,1,-7.968024,11
3360,1,-15.920771,4
3468,0,17.978592,31
3496,1,17.913341,34
3524,1,-11.986203,7
3528,1,-20.0,1
3536,0,0.651348,17
3552,2,94.988175,89
3580,2,-11.991246,7
3580,3,106.819247,97
3584,2,-20.0,1
3588,2,-20.0,1
3604,1,2.498465,19
3608,1,-20.0,1
3612,0,2.366437,19
3648,3,1.299702,17
3696,0,6.057305,21
3732,3,4.754125,21
3768,0,1.971753,18
3768,1,29.541337,40
3772,3,-7.670272,10
3808,0,-8.535129,10
3868,1,11.917638,25
3980,1,14.110714,28
3992,2,135.540454,101
4008,1,-11.776071,7
4020,0,46.614688,53
4024,0,-20.0,1
4024,2,-10.975068,8
4040,0,-15.914875,4
4084,2,-2.21399,15
4176,3,133.732327,101
4180,3,-20.0,1
4196,3,-15.702509,4
4216,2,22.233608,33
4220,2,-20.0,1
4240,2,-14.297771,5
4284,3,5.529815,22
4304,1,75.288691,74
4364,1,-3.990013,15
4372,3,8.03353,22
4392,3,-14.614637,5
4432,3,-7.754483,10
4444,0,131.898084,101
4452,3,-14.921901,5
4500,3,-5.150231,12
4584,0,24.648871,35
4636,2,108.677753,99
4728,2,7.627022,23
4732,2,-20.0,1
4768,1,128.11491,101
4844,2,15.255834,28
4900,1,18.582236,33
4900,2,-3.194993,14
4904,2,-20.0,1
4904,3,130.459505,101
4920,0,79.382595,84
4932,0,-17.423147,3
4940,2,-10.139093,9
4960,0,-12.230144,7
4976,3,0.526715,18
5012,3,-10.161714,9
5016,1,16.26745,29
5032,2,7.115143,23
5052,1,-10.032466,9
5064,2,-11.014845,8
5084,3,0.046385,18
5160,2,9.241184,24
5188,3,12.742892,26
5204,2,-7.572988,11
5224,3,-9.547416,9
5244,2,-7.760428,10
5248,2,-20.0,1
5316,3,8.334838,23
5328,2,3.449621,20
5336,1,63.421236,71
5336,3,-14.47209,5
5352,2,-13.34507,6
5352,3,-15.857269,4
5360,1,-13.073517,6
5364,0,133.559804,101
5380,2,-13.103379,7
5396,0,-12.04213,8
5408,2,-12.136168,7
5424,1,-0.56003,16
5424,2,-16.051432,4
5432,1,-18.645937,2
5452,3,9.657748,25
5480,2,-2.94552,14
5496,3,-6.597732,11
5508,1,3.904444,19
5552,3,-4.271909,14
5636,3,6.899316,21
5644,2,32.072964,41
5716,0,73.468101,80
5716,3,4.142397,20
5724,2,2.819495,20
5744,3,-11.717852,7
5784,3,-8.292872,10
5828,1,79.631232,80
5856,1,-12.091534,7
5956,1,11.620177,25
5960,1,-20.0,1
5964,3,39.270391,45
5968,3,-20.0,1
6004,1,-7.32798,11
6008,3,-9.444092,10
6028,2,71.710481,76
6032,0,84.336514,79
6044,1,-8.707228,10
6060,3,-4.719361,13
6096,1,-4.592651,13
6096,3,-9.425765,9
6152,1,-3.137439,14
6152,2,20.513344,31
6156,0,15.179078,31
6212,2,-0.945457,15
6216,0,-3.070752,15
6216,1,-1.933989,16
6280,2,-1.265354,17
6304,1,6.177551,22
6436,1,18.41126,33
6448,1,-17.157327,3
6468,0,52.923399,63
6500,3,99.30871,101
6520,3,-14.297533,5
6524,3,-20.0,1
6612,2,80.485516,83
6656,2,-8.589936,11
6712,2,-2.357909,14
6812,2,8.770204,25
6852,1,132.504494,101
6856,2,-7.827697,11
6860,2,-20.0,1
6864,2,-20.0,1
6872,0,129.042895,101
6912,1,-0.868034,15
6916,1,-20.0,1
6916,3,98.915207,98
6928,2,-0.919404,16
6940,0,0.509879,17
6956,1,-8.351078,10
6992,1,-9.610847,9
7024,2,10.440896,24
7088,2,0.291281,16
7176,2,6.277777,22
7204,3,62.566701,72
7212,0,64.063715,68
7252,2,2.732375,19
7256,0,-8.288098,11
7324,2,-0.238903,18
7344,2,-14.480921,5
7388,2,-6.383708,11
7392,2,-20.0,1
7396,1,137.263633,101
7448,2,-2.760157,14
7468,2,-14.491414,5
7492,1,9.999021,24
7492,2,-13.689749,6
7532,1,-8.323315,10
7572,3,93.873479,92
7584,0,83.260284,82
7628,1,7.924091,24
7636,1,-18.641022,2
7652,1,-15.744874,4
7740,1,8.480352,22
7808,2,82.070671,79
7812,2,-20.0,1
7812,3,52.925068,60
7816,3,-20.0,1
7840,0,58.690716,64
7844,0,-20.0,1
7848,1,14.192166,27
7872,0,-12.069971,7
7876,0,-20.0,1
7912,1,-0.061619,16
8028,1,14.587829,29
8092,1,0.508361,16
8096,1,-20.0,1
8120,2,76.676374,77
8184,0,74.681593,77
8188,0,-20.0,1
8220,3,112.555193,101
8224,3,-20.0,1
8228,0,-9.066,10
8384,2,59.396091,66
8428,0,41.62517,50
8448,0,-14.737833,5
8460,3,53.532439,59
8464,1,92.295234,92
8464,3,-20.0,1
8476,0,-11.454647,7
8480,0,-20.0,1
8548,0,-0.278952,17
8552,3,7.804574,22
8564,3,-17.327841,3
8580,0,-10.207697,8
8600,3,-9.648131,9
8628,0,-6.478144,12
8672,0,-6.161174,11
8684,2,73.343336,75
8716,2,-10.292041,8
8732,1,60.904522,67
8736,0,-0.086939,16
8740,0,-20.0,1
8768,2,-4.166573,13
8788,1,-3.454601,14
8856,0,16.686082,29
8868,3,59.858683,67
8888,2,13.685573,30
8896,1,15.010583,27
8940,3,2.051683,18
8956,0,12.031301,25
8984,2,10.999457,24
8988,0,-10.947273,8
9064,2,3.741219,20
9156,3,48.978859,54
9188,1,64.770718,73
9264,2,44.74788,50
9268,2,-20.0,1
9348,0,92.527225,90
9364,0,-15.775115,4
9380,0,-15.814496,4
9476,3,80.784348,80
9540,1,91.180831,88
9664,0,65.235348,71
9668,0,-20.0,1
9672,2,130.428136,101
9680,3,43.805353,51
9684,3,-20.0,1
9784,3,12.176406,25
9864,1,84.481518,81
9880,2,49.308893,52
10016,0,87.939801,87
10064,3,57.520071,70
10164,1,70.359133,75
10284,2,136.327062,101
10344,0,82.870539,82
10368,1,40.409382,51
10392,1,-13.149481,6
10408,3,91.28114,86
10584,0,56.169623,60
10612,0,-12.195868,7
10628,1,57.377332,59
10636,0,-13.281631,6
10656,2,98.350448,93
10748,3,79.436628,85
10776,1,28.070513,37
10800,1,-13.021912,6
10808,1,-18.578558,2
10832,3,7.262239,21
10844,2,39.060943,47
10876,2,-11.300339,8
10880,2,-20.0,1
10936,0,77.736222,75
10940,2,-0.943635,15
11004,3,34.926009,43
11104,2,28.809775,41
11212,1,134.432222,101
11340,0,136.321578,101
11372,0,-9.990044,8
11384,1,33.349225,43
11408,3,138.144183,101
11412,2,76.340366,77
11528,1,24.500307,36
11540,0,33.462159,42
11564,2,26.407279,38
11612,1,6.988768,21
11628,3,43.505541,55
11700,0,28.812458,40
11820,3,38.265289,48
11860,0,32.643041,40
11968,2,135.289141,101
12016,1,131.493183,101
12096,2,22.269829,32
12100,2,-20.0,1
12168,2,1.963724,17
12224,3,138.011821,101
12264,0,137.111302,101
12320,2,29.557226,38
12328,2,-18.583724,2
12364,2,-9.008899,9
12408,1,107.207583,98
12416,0,24.308218,38
12440,3,45.643598,54
12556,0,24.825205,35
12640,1,52.24153,58
12768,2,136.013998,101
12844,3,134.738807,101
12896,3,-3.686888,13
12956,2,37.283922,47
12960,0,137.0729,101
13044,1,132.403627,101
13104,3,47.694091,52
13112,0,28.407829,38
13132,2,32.711673,44
13308,3,43.714322,51
13312,3,-20.0,1
13412,0,64.847095,75
13448,1,131.541817,101
13528,0,16.200088,29
13532,0,-20.0,1
13536,2,138.109372,101
13648,3,89.012567,84
13716,2,29.6156,45
13844,2,19.655665,32
13848,2,-20.0,1
13852,1,128.691556,101
13936,0,139.523112,101
13964,1,15.570699,28
13976,2,17.816094,32
14052,3,137.558399,101
14212,2,53.572126,59
14340,0,132.746875,101
14368,1,129.902377,101
14372,1,-20.0,1
14380,2,32.816879,42
14456,3,135.977082,101
14744,0,138.608745,101
14776,1,113.963567,101
14784,2,138.832185,101
14860,3,119.222032,101
14992,1,48.344773,54
15072,2,71.825969,72
15148,0,127.404752,101
15264,3,130.148521,101
15396,1,128.655962,101
15476,2,131.359041,101
15544,2,2.155079,17
15552,0,122.313442,101
15668,3,134.235953,101
15680,0,20.378693,32
15708,0,-12.452192,7
15800,1,136.377657,101
15860,0,29.074796,38
15864,0,-20.0,1
15948,2,130.521981,101
16000,3,86.915122,83
16004,3,-20.0,1
16136,0,64.283882,68
16204,1,112.55635,101
16252,1,-4.231692,12
16336,0,35.433709,50
16352,2,138.995679,101
16408,3,137.147895,101
16656,1,137.575155,101
16684,2,85.378652,83
16708,2,-12.891595,6
16724,3,79.657846,79
16740,0,138.456142,101
16768,3,-5.846272,11
16780,3,-17.161048,3
16796,3,-15.824298,4
16812,1,30.376627,39
16836,2,17.619942,32
16916,1,12.724238,26
16944,2,13.589298,27
17144,0,110.183343,101
17148,0,-20.0,1
17152,1,43.01417,59
17188,1,-9.05089,9
17200,3,139.111958,101
17348,2,136.115474,101
17552,0,135.650026,101
17592,1,141.481139,101
17604,3,128.455034,101
17752,2,133.717733,101
17796,2,-6.10691,11
17956,0,139.46673,101
17960,0,-20.0,1
17996,1,139.769422,101
18008,3,141.378688,101
18060,2,62.042976,66
18364,0,137.717147,101
18400,1,139.779332,101
18412,0,-4.413217,12
18412,3,128.649423,101
18464,2,139.248372,101
18804,1,128.519068,101
18816,0,127.003609,101
18816,3,137.18051,101
18844,0,-11.705542,7
18868,2,137.831704,101
19168,3,91.485889,88
19208,1,128.299335,101
19248,0,130.515371,101
19272,2,137.268602,101
19572,3,140.004441,101
19612,1,134.512245,101
19652,0,118.45415,101
19676,2,137.818824,101
19916,0,62.476521,66
19976,3,139.577021,101
19980,3,-20.0,1
20016,1,138.535144,101
20080,2,134.817073,101
20320,0,132.862531,101
20328,2,58.546143,62
20336,0,-15.725697,4
20384,3,129.398311,101
20420,1,115.04716,101
20592,1,34.156542,43
20596,1,-20.0,1
20732,2,135.994224,101
20740,0,132.183425,101
20788,3,131.959474,101
21000,1,140.341819,101
21136,2,133.685329,101
21144,0,141.363011,101
21192,3,139.097127,101
21224,3,-9.785622,8
21272,0,19.256681,32
21404,1,139.853328,101
21540,2,137.345152,101
21628,3,140.634206,101
21676,0,127.950206,101
21808,1,138.197457,101
21944,2,138.931564,101
22032,3,137.564665,101
22080,0,140.448326,101
22212,1,141.512471,101
22348,2,128.286042,101
22436,3,131.932201,101
22484,0,141.57975,101
22616,1,140.328135,101
22620,1,-20.0,1
22752,2,131.831734,101
22840,3,126.883053,101
22888,0,138.697213,101
23024,1,135.457793,101
23156,2,132.579012,101
23244,3,138.971883,101
23292,0,142.638397,101
23380,1,74.857463,89
23384,1,-20.0,1
23560,2,129.619464,101
23564,2,-20.0,1
23568,2,-20.0,1
23572,2,-20.0,1
23648,3,138.230566,101
23668,0,90.93814,94
23788,1,139.71415,101
23976,2,140.253896,101
23980,2,-20.0,1
24052,3,139.223561,101
24072,0,134.499426,101
24076,0,-20.0,1
24080,0,-20.0,1
24088,0,-18.608132,2
24192,1,142.908384,101
24384,2,137.716527,101
24440,2,-2.118399,14
24456,3,126.337463,101
24492,0,133.479944,101
24528,0,-8.352852,9
24596,1,132.294412,101
24732,0,34.438089,51
24844,2,140.731173,101
24860,3,143.537142,101
24900,3,-7.831732,10
25000,1,139.398236,101
25032,1,-10.451573,8
25048,1,-15.84816,4
25108,1,0.05154,15
25136,0,141.577425,101
25248,2,142.504693,101
25304,3,134.38916,101
25512,1,127.436193,101
25516,1,-20.0,1
25536,1,-14.493653,5
25540,0,115.860806,101
25572,0,-10.146728,8
25584,1,-3.90594,12
25608,1,-12.909477,6
25612,1,-20.0,1
25616,1,-20.0,1
25652,2,138.548378,101
25708,3,97.076503,101
25976,0,140.495877,101
26020,1,123.108258,101
26024,0,-5.901808,12
26028,0,-20.0,1
26032,1,-17.282804,3
26036,1,-20.0,1
26056,2,140.424639,101
26112,3,132.361497,101
26116,3,-20.0,1
26432,0,136.625076,101
26440,1,141.861901,101
26448,1,-18.618021,2
26460,2,124.716615,101
26500,0,2.986503,17
26504,0,-20.0,1
26520,3,121.014363,101
26852,1,137.917003,101
26864,2,140.001402,101
26908,0,139.885282,101
26924,3,142.17638,101
27256,1,139.388724,101
27268,2,144.171484,101
27312,0,141.75748,101
27328,0,-15.738561,4
27328,3,144.943512,101
27332,3,-20.0,1
27536,3,35.443007,51
27588,1,71.426493,83
27672,2,133.722708,101
27732,0,123.959669,101
27852,3,74.007134,79
27992,1,138.513084,101
28004,3,24.095095,38
28032,1,-7.133806,10
28076,2,138.813134,101
28136,0,137.479243,101
28392,2,74.387921,79
28408,3,139.745939,101
28428,3,-14.211867,5
28436,1,130.236708,101
28540,0,140.014732,101
28632,2,46.69601,60
28668,2,-8.818462,9
28832,3,138.202302,101
28840,1,125.612014,101
28944,0,140.955718,101
29072,2,141.827418,101
29236,3,141.032932,101
29244,1,142.604427,101
29348,0,134.675187,101
29456,3,50.191568,55
29476,2,141.125,101
29648,1,136.06352,101
29752,0,137.87193,101
29764,0,-17.140083,3
29860,3,139.307296,101
29880,2,142.073901,101
29908,1,51.101945,65
29992,0,49.073879,57
30264,3,142.390339,101
30284,2,136.390402,101
30312,1,140.630451,101
30396,0,139.123324,101
30668,3,140.202764,101
30688,2,136.963342,101
30708,2,-14.701419,5
30716,1,142.909594,101
30720,1,-20.0,1
30800,0,141.839015,101
31072,3,137.853064,101
31112,2,138.482074,101
31124,1,129.110302,101
31204,0,139.652922,101
31288,3,46.642459,54
31316,0,17.431596,28
31464,2,83.514078,88
31468,2,-20.0,1
31528,1,142.347416,101
31564,1,-8.718108,9
31568,1,-20.0,1
31600,3,76.713837,78
31604,3,-20.0,1
31720,0,140.725067,101
31872,2,140.800254,101
31972,1,139.228623,101
32008,3,119.595327,101
32040,3,-10.269524,8
32124,0,137.252752,101
32168,1,36.910803,49
32172,1,-20.0,1
32180,1,-18.597614,2
32276,2,143.176164,101
32316,3,60.911253,69
32456,2,33.583928,45
32528,0,139.948588,101
32584,1,142.705222,101
32720,3,143.754128,101
32860,2,140.659962,101
32932,0,141.034395,101
32988,1,129.034607,101
33124,3,138.68547,101
33264,2,128.355439,101
33336,0,123.967405,101
33392,1,141.841917,101
33528,3,142.755608,101
33668,2,129.237235,101
33740,0,139.516283,101
33752,2,7.104509,21
33796,1,143.05257,101
33932,3,140.470596,101
34144,0,142.695182,101
34156,2,132.806189,101
34200,1,139.781798,101
34204,1,-20.0,1
34332,1,15.274318,32
34336,3,133.27322,101
34548,0,135.173684,101
34560,2,142.230946,101
34564,2,-20.0,1
34568,2,-20.0,1
34668,3,77.331314,83
34696,0,26.128875,37
34736,1,142.790873,101
34900,3,50.98921,58
34940,0,49.480557,61
34972,2,141.676958,101
35140,1,140.872639,101
35304,3,142.198055,101
35344,0,140.988853,101
35376,2,131.033837,101
35544,1,140.476751,101
35572,1,-11.449384,7
35708,3,119.840288,101
35748,0,139.880411,101
35780,2,138.832465,101
35976,1,138.135275,101
36100,2,77.433683,80
36104,2,-20.0,1
36108,0,84.361699,90
36112,3,139.810761,101
36116,3,-20.0,1
36380,1,134.632741,101
36508,2,141.359582,101
36512,0,139.019053,101
36516,0,-20.0,1
36520,3,139.976256,101
36784,1,142.866723,101
36912,2,132.903477,101
36920,0,141.783486,101
36924,3,130.125198,101
36928,2,-15.658369,4
37188,1,137.814423,101
37324,0,142.27151,101
37324,2,111.620777,99
37328,3,134.756383,101
37332,3,-20.0,1
37364,3,-10.362988,8
37592,1,140.950682,101
37728,0,143.622655,101
37728,2,130.604337,101
37768,3,134.699184,101
37772,3,-20.0,1
37996,1,135.544982,101
38132,0,138.253575,101
38132,2,136.405637,101
38176,3,135.848905,101
38400,1,137.897297,101
38472,0,75.439195,85
38536,2,135.263511,101
38540,2,-20.0,1
38580,3,130.634154,101
38672,1,63.564611,68
38728,1,-1.647315,14
38876,0,141.880657,101
38880,0,-20.0,1
38944,2,141.691821,101
38964,2,-14.279804,5
38984,3,134.485252,101
39132,1,140.473039,101
39284,0,139.57391,101
39368,2,139.872204,101
39388,3,140.730428,101
39536,1,139.807516,101
39688,0,143.578103,101
39772,2,139.63913,101
39792,3,129.480504,101
39820,3,-11.253479,7
39824,3,-20.0,1
39940,1,135.101786,101
40092,0,144.132821,101
40096,0,-20.0,1
40176,2,138.826639,101
40208,3,103.249257,96
40328,2,28.97076,38
40344,1,122.220812,101
40384,0,69.415111,72
40612,3,139.723139,101
40732,2,141.165312,101
40748,1,138.653565,101
40772,0,104.294723,97
41016,3,138.392382,101
41136,2,139.566718,101
41152,1,136.203299,101
41176,0,136.98031,101
41420,3,133.495252,101
41424,3,-20.0,1
41428,1,61.458149,69
41540,2,139.23406,101
41544,2,-20.0,1
41580,0,137.119802,101
41584,0,-20.0,1
41828,3,135.962527,101
41832,1,136.973091,101
41948,2,132.477523,101
41988,0,139.574886,101
42152,1,71.913266,80
42180,2,51.64717,58
42232,3,140.45728,101
42392,0,143.084395,101
42396,0,-20.0,1
42400,3,26.178289,42
42556,1,135.002248,101
42584,2,132.889726,101
42800,0,134.291666,101
42804,3,135.163239,101
42960,1,135.631232,101
42964,1,-20.0,1
42988,2,135.528087,101
43204,0,132.916511,101
43208,3,142.489599,101
43236,1,61.12171,68
43392,2,125.308793,101
43608,0,134.995789,101
43612,3,131.531241,101
43636,3,-12.778299,6
43640,1,134.069613,101
43656,3,-14.18274,5
43796,2,123.850331,101
43988,1,89.440099,87
44012,0,140.123301,101
44060,3,135.26718,101
44084,3,-12.95762,6
44116,2,59.296248,80
44148,3,1.959142,16
44392,1,133.688932,101
44416,0,140.623727,101
44520,2,139.731993,101
44552,3,132.774852,101
44556,3,-20.0,1
44588,1,42.176285,49
44820,0,132.964255,101
44820,3,60.496992,66
44888,1,70.025672,75
44924,2,131.978626,101
44996,0,30.303218,44
45224,3,132.609423,101
45292,1,137.796984,101
45328,2,143.895748,101
45332,1,-6.88557,10
45400,0,133.984305,101
45572,1,52.551697,60
45628,3,137.165216,101
45732,2,140.956435,101
45804,0,136.575265,101
45808,0,-20.0,1
45828,2,10.768462,24
45832,2,-20.0,1
45884,1,80.514481,78
46008,0,40.934722,50
46012,0,-20.0,1
46032,3,137.252666,101
46104,0,9.80303,23
46236,2,135.729486,101
46288,1,130.343211,101
46436,3,136.943079,101
46508,0,139.127124,101
46520,0,-17.059734,3
46640,2,139.545041,101
46692,1,129.911207,101
46840,3,134.075844,101
46924,0,129.715558,101
47044,2,112.175439,101
47096,1,132.931918,101
47132,1,-8.41595,9
47244,3,136.150479,101
47328,0,134.188891,101
47448,2,138.560846,101
47536,1,135.326581,101
47624,1,6.249298,22
47648,3,143.26811,101
47732,0,137.308265,101
47852,2,140.657584,101
