#{"t_start": 1767570872.1341171, "env_id": "None"}
r,l,t--7.334301,12,0.686959
-9.564664,11,0.905365
-9.830349,12,1.240249
-15.683181,5,1.367986
-13.112862,7,1.540319
-13.030374,7,1.730019
-17.772759,4,1.829101
-17.686785,4,1.929987
-15.815558,5,2.05015
-16.047584,5,2.161175
-17.578468,4,2.259526
-17.88791,3,2.331097
-10.926353,9,2.55711
-15.203252,6,2.704379
-10.189463,10,2.954205
-17.384518,4,3.053357
-9.321629,12,3.348644
-18.5376,2,3.398198
-13.283419,8,3.589427
-12.856814,7,3.767639
-12.282458,8,3.966476
-20.0,1,3.991302
-17.970887,3,4.071077
-16.955137,4,4.167491
-18.085496,3,4.240826
-18.711019,2,4.293878
-13.314481,7,4.466105
-16.889595,4,4.568757
-17.187682,4,4.677224
-20.0,1,4.705348
-13.728882,8,4.920416
-20-12.639314,8,4-13.171255,7,5.124565
-16.253826,5,5.247751
-14.427219,7,5.417429
-15.003345,5,5.545773
-15.60561,5,5.681936
-18.6089-15.63468,5,5.7-13.152-8.754046,11,6.0-13.911-17.755181,4,6.-12.0586-14.034568,7,6.-13.488394,7,6.467884
-17.402947,4,6.571168
-16.111826,5,6.707697
-11.294606,9,6.946494
-16.858425,4,7.050384
-11.386025,9,7.277762
-8.148652,13,7.595401
-9.920425,9,7.826479
-15.04664,6,7.969018
-17.459838,4,8.069968
-9.974629,10,8.322045
-10.634824,9,8.527168
-0.685854,21,9.054189
-5.882378,17,9.501532
-20.0,1,9.528307
-5.221543,17,10.09511
-11.823509,10,10.421124
-8.938685,13,10.774533
-14.385964,7,11.18289
-0.123599,21,11.692073
-16.818812,4,11.808812
-12.020891,7,11.988539
-1.030431,16,12.378809
-13.042693,8,12.564068
28.591782,45,13.751313
-1.452691,16,14.126239
-2.684792,16,14.497774
-2.132037,18,15.060528
-6.662655,13,15.365733
-20.0,1,15.391351
-4.886858,16,15.77419
-20.0,1,15.802045
-8.411504,13,16.107297
6.635111,25,16.668116
124.15513,101,19.076107
16.412248,30,19.796207
-0.238998,16,20.179297
-9.117937,10,20.412372
-8.278342,10,20.655072
106.819247,97,22.923946
1.299702,17,23.326441
4.754125,21,23.808209
-7.670272,10,24.027239
133.732327,101,26.379126
-20.0,1,26.404355
-15.702509,4,26.493706
5.529815,22,27.01875
8.03353,22,27.533983
-14.614637,5,27.648996
-7.754483,10,27.891152
-14.921901,5,28.013674
-5.150231,12,28.29081
130.459505,101,30.607066
0.526715,18,31.02038
-10.161714,9,31.219623
0.046385,18,31.630524
12.742892,26,32.2232
-9.547416,9,32.427853
8.334838,23,32.966578
-14.47209,5,33.088921
-15.857269,4,33.184628
9.657748,25,33.816088
-6.597732,11,34.08041
-4.271909,14,34.397246
6.899316,21,34.88133
4.142397,20,35.352094
-11.717852,7,35.509594
-8.292872,84.336514,79,37.195151
15.179078,31,37.940683
-3.070752,15,38.29536
52.923399,63,39.734799
129.042895,101,42.058948
0.509879,17,42.471168
64.063715,68,44.1101
-8.288098,11,44.371967
83.260284,82,46.301905
58.690716,64,47.762582
-20.0,1,47.788431
-12.069971,7,47.964276
-20.0,1,47.989957
74.681593,112.555193,101,49.996346
-20.0,-9.066,10,50.53.532439,59,51.325855
-20.0,1,51.351389
7.804574,22,51.893788
-17.327841,3,51.967314
-9.648131,9,52.185189
59.858683,67,53.756109
2.051683,18,54.178887
48.978859,54,55.330673
80.784348,80,57.032386
43.805353,51,58.172408
-20.0,1,58.197812
12.176406,25,58.792473
57.520071,70,60.442261
91.28114,86,62.267545
79.436628,85,64.229017
7.262239,21,64.728183
34.926009,43,65.733995
138.144183,101,68.008688
43.505541,55,69.357741
38.265289,48,70.427976
138.011821,101,72.783756
45.643598,54,74.071163
134.738807,101,76.306773
-3.686888,13,76.599556
47.694091,52,77.803997
43.714322,51,78.997365
-20.0,1,79.023295
89.012567,84,80.937574
137.558399,101,83.229282
135.977082,101,85.477381
119.222032,101,87.788018
130.148521,101,90.153168
134.235953,101,92.532649
86.915122,83,94.510641
-20.0,1,94.535589
137.147895,101,96.846788
79.657846,79,98.82676
-5.846272,11,99.072105
-17.161048,3,99.140157
-15.824298,4,99.234397
139.111958,101,101.595437
128.455034,101,103.976145
141.378688,101,106.258261
128.649423,101,108.501744
137.18051,101,110.795403
91.485889,88,112.794214
140.004441,101,115.308087
139.577021,101,117.796863
-20.0,1,117.824031
129.398311,101,120.268692
131.959474,101,122.594848
139.097127,101,124.913274
-9.785622,8,125.096639
140.634206,101,127.420701
137.564665,101,129.66533
131.932201,101,132.062129
126.883053,101,134.373635
138.971883,101,136.720321
138.230566,101,139.098479
139.223561,101,141.407891
126.337463,101,143.738129
143.537142,101,146.058272
-7.831732,10,146.30277
134.38916,101,148.695688
97.076503,101,151.10657
132.361497,101,153.435621
-20.0,1,153.460547
121.014363,101,155.67241
142.17638,101,158.014463
144.943512,101,160.323398
-20.0,1,160.34929
35.443007,51,161.514406
74.007134,79,163.24577
24.095095,38,164.090461
139.745939,101,166.435315
-14.211867,5,166.554207
138.202302,101,168.975826
141.032932,101,171.303575
50.191568,55,172.618255
139.307296,101,174.958358
142.390339,101,177.180012
140.202764,101,179.469307
137.853064,101,181.792784
46.642459,54,183.010537
76.713837,78,184.759541
-20.0,1,184.784565
119.595327,101,187.041476
-10.269524,8,187.221368
60.911253,69,188.772179
143.754128,101,191.132111
138.68547,101,193.350281
142.755608,101,195.574536
140.470596,101,197.91897
133.27322,101,200.230311
77.331314,83,202.175536
50.98921,58,203.437178
142.198055,101,205.819418
119.840288,101,208.0889
139.810761,101,210.4384
-20.0,1,210.463897
139.976256,101,212.724631
130.125198,101,215.006301
134.756383,101,217.326392
-20.0,1,217.351462
-10.362988,8,217.534934
134.699184,101,219.894754
-20.0,1,219.922794
135.848905,101,222.238433
130.634154,101,224.450661
134.485252,101,226.810799
140.730428,101,229.133513
129.480504,101,231.328751
-11.253479,7,231.499106
-20.0,1,231.525379
103.249257,96,233.829939
139.723139,101,236.188535
138.392382,101,238.53236
133.495252,101,240.904669
-20.0,1,240.931381
135.962527,101,243.247774
140.45728,101,245.643387
26.178289,42,246.639371
135.163239,101,249.01867
142.489599,101,251.47529
131.531241,101,253.991631
-12.778299,6,254.133884
-14.18274,5,254.253405
135.26718,101,256.567716
-12.95762,6,256.714083
1.959142,16,257.074244
132.774852,101,259.274155
-20.0,1,259.299152
60.496992,66,260.775315
132.609423,101,263.112133
137.165216,101,265.45492
137.252666,101,267.731928
136.943079,101,270.079919
134.075844,101,272.35096
136.150479,101,274.660268
143.26811,101,276.949796
137.406296,101,279.296996
132.119378,101,281.699455
108.613359,101,284.234021
65.959692,73,285.946509
128.449489,101,288.28417
131.491551,101,290.604168
133.344605,101,292.945306
138.096165,101,295.382328
69.62137,73,297.050824
134.492207,101,299.354251
5.351325,20,299.812107
102.48447,101,302.075125
131.185554,101,304.41508
131.88351,101,306.633393
126.196432,101,308.900838
132.850284,101,311.269763
55.407082,61,312.711689
89.052822,85,314.80885
138.440986,101,317.278301
138.537533,101,319.713154
-20.0,1,319.741593
21.770504,34,320.448453
58.237257,62,321.852908
103.091195,99,324.28772
-16.019548,4,324.384057
138.630173,101,326.640052
-8.651603,9,326.855316
74.310956,80,328.730211
53.090873,58,330.02592
131.832505,101,332.306078
-18.648746,2,332.356893
-14.194827,5,332.4754
128.955576,101,334.784607
132.19509,101,337.071615
130.312801,101,339.382322
104.693441,100,341.700021
-13.527528,6,341.841181
-4.369838,12,342.117218
-14.670907,5,342.232435
143.067557,101,344.457298
140.313997,101,346.839603
123.217558,101,349.130043
-20.0,1,349.156155
42.382348,46,350.243095
131.838064,101,352.551042
24.428021,34,353.35352
133.048214,101,355.754549
127.758215,101,357.98614
131.893194,101,360.335543
49.623923,59,361.66679
88.263164,89,363.749033
131.305787,101,366.171255
132.831729,101,368.522538
97.829951,99,370.776873
137.06911,101,373.158689
137.656755,101,375.52495
-20.0,1,375.549775
127.319553,101,377.900143
130.137284,101,380.230059
126.189779,101,382.447775
143.147364,101,384.692366
133.749589,101,387.138242
140.226315,101,389.923408
63.872554,71,391.563926
140.004956,101,393.884887
132.193873,101,396.191631
137.067203,101,398.551786
133.764464,101,400.704532
135.62486,101,403.062577
100.164554,92,405.134357
141.534661,101,407.461097
135.203896,101,409.770736
140.736779,101,412.101597
122.614313,101,414.37217
-20.0,1,414.39653
68.0936,73,416.051082
-20.0,1,416.075315
57.110352,68,417.606793
-20.0,1,417.632307
134.740495,101,419.930637
135.228409,101,422.14313
44.280197,58,423.568475
133.69986,101,425.804656
134.46153,101,428.049031
84.370062,85,430.030185
138.685687,101,432.413482
130.846378,101,434.718904
51.583678,59,436.040808
-20.0,1,436.066148
15.555461,27,436.726334
136.622514,101,439.077826
74.162842,81,440.950598
73.938723,76,442.747443
133.889193,101,445.14123
-20.0,1,445.16868
135.638428,101,447.540893
-14.493316,5,447.656378
123.810647,101,450.026243
-20.0,1,450.052597
137.825666,101,452.494909
138.345623,101,454.776558
135.981653,101,457.200062
-20.0,1,457.225257
-10.32464,8,457.410733
138.182417,101,459.818777
134.6219,101,462.436876
138.315718,101,464.880485
-20.0,1,464.907759
129.898877,101,467.371146
142.672363,101,469.761049
-18.662876,2,469.808584
139.966625,101,472.230592
-11.464183,7,472.398016
135.473443,101,474.801693
135.216477,101,477.210884
134.658448,101,479.602239
139.387353,101,481.878434
-20.0,1,481.904443
125.106019,101,484.265761
37.33802,43,485.216474
119.900738,101,487.531681
124.798979,101,489.981917
137.51563,101,492.531893
114.841345,101,494.912992
134.812437,101,497.379002
46.252081,58,498.774511
132.211748,101,501.203675
136.079873,101,504.367278
136.376871,101,507.737541
139.517593,101,510.015219
137.515094,101,512.69029
27.576534,43,513.809625
139.377026,101,516.433835
120.143886,101,519.086749
-15.86032,4,519.180794
133.244945,101,521.573214
-20.0,1,521.597713
-10.632007,8,521.789421
-20.0,1,521.815545
133.327936,101,524.468148
132.137346,101,527.050257
98.088509,99,529.368126
125.344067,101,531.680264
138.626595,101,533.886104
137.756955,101,536.3244
134.36413,101,538.635754
17.459175,32,539.403289
51.172631,59,540.788108
139.574537,101,543.064413
-16.222064,4,543.159588
135.717303,101,545.565747
-14.508971,5,545.686659
-18.700031,2,545.742907
136.729,101,548.079853
-20.0,1,548.106066
73.207512,84,550.036048
96.909988,98,552.405327
125.398638,101,554.67255
140.002257,101,556.96656
137.487312,101,559.312052
136.012002,101,561.612786
139.090318,101,563.955194
136.520633,101,566.167225
134.919686,101,568.446371
126.775462,101,570.859271
137.725431,101,573.228371
120.964377,101,575.575021
137.047643,101,578.048788
-12.906298,6,578.188185
140.292899,101,580.610456
133.94681,101,582.960656
137.009324,101,585.241577
121.630192,101,587.569523
133.316216,101,589.747062
140.071026,101,592.035038
58.548513,67,593.589724
120.22797,101,595.914416
140.715096,101,598.236107
133.282252,101,600.673866
-20.0,1,600.70262
137.367097,101,603.049448
-11.246995,7,603.205768
-18.562507,2,603.253075
141.479793,101,605.531567
121.792115,101,607.692838
119.642415,101,609.972302
-17.233062,3,610.052511
131.698325,101,613.051304
21.216461,34,613.876412
131.981023,101,616.159852
137.075007,101,618.43356
-15.704961,4,618.529303
141.81201,101,620.89294
134.339979,101,623.157407
132.932503,101,626.076065
138.437006,101,628.681552
-20.0,1,628.71261
-20.0,1,628.741249
136.660121,101,631.129649
133.107055,101,633.406152
135.68897,101,635.727316
139.272791,101,637.989729
120.961148,101,640.253892
124.043287,101,642.587471
142.197619,101,644.892931
-20.0,1,644.919244
118.792396,101,647.209236
137.584045,101,649.464718
-14.359585,5,649.576982
128.818972,101,651.887282
121.034582,101,654.218029
138.379324,101,656.431498
114.309718,101,658.892384
140.330299,101,661.236167
108.711395,101,663.530145
137.574443,101,665.950399
140.915825,101,668.366986
138.385329,101,670.624629
138.081761,101,673.044195
132.378943,101,675.2927
126.411642,101,677.63426
127.370955,101,679.982019
-20.0,1,680.008075
140.555746,101,682.33076
136.971371,101,684.60453
136.876312,101,686.982591
18.318812,36,687.857971
134.641439,101,690.171739
35.272051,43,691.191855
121.451686,101,693.481359
125.54979,101,695.839309
-12.11566,7,696.004011
121.340475,101,698.322439
140.053397,101,700.664785
125.764914,101,702.941311
-20.0,1,702.965898
134.528666,101,705.302045
-20.0,1,705.326672
131.855731,101,707.609616
-20.0,1,707.635756
129.365052,101,709.990211
136.404162,101,712.285163
-8.737729,9,712.485432
125.379558,101,714.72893
123.27767,101,717.005726
116.760165,101,719.270871
139.559046,101,721.646162
40.07883,49,722.819984
17.65391,34,723.640386
129.538781,101,725.994593
125.8564,101,728.215067
137.296304,101,730.503691
138.304014,101,732.857723
132.214405,101,735.151046
136.763598,101,737.527909
137.46318,101,740.017351
35.673656,49,741.193168
130.555461,101,743.500026
57.960982,56,744.779975
139.933273,101,747.17719
140.218158,101,749.377531
138.802208,101,751.738489
133.172798,101,754.135313
134.91638,101,756.43143
106.860225,101,758.811673
133.82116,101,761.052192
-20.0,1,761.076404
138.818565,101,763.41334
-4.791216,13,763.726974
107.934152,101,766.012884
122.704353,101,768.276485
132.89812,101,770.560398
11.141822,27,771.161756
82.342817,96,773.297262
126.029757,101,775.526907
-12.855243,8,775.71086
135.221614,101,777.995182
-20.0,1,778.020044
144.161868,101,780.395255
-20.0,1,780.423279
128.787265,101,782.777157
-20.0,1,782.801912
33.647445,46,783.848965
135.022523,101,786.183438
137.800348,101,788.483896
7.966639,23,789.002955
131.592175,101,791.214912
139.954798,101,793.477739
-20.0,1,793.504421
139.372624,101,795.860434
128.260524,101,798.190541
119.013056,101,800.590466
