timesteps,env_idx,episode_reward,episode_length
956,3,-13.789688,7
964,2,-3.846917,20
968,1,-11.333899,10
968,2,-20.0,1
972,0,-15.71482,6
972,1,-20.0,1
972,3,-17.472003,4
984,2,-17.353019,4
984,3,-18.030191,3
988,0,-17.190704,4
992,0,-20.0,1
1000,1,-13.792482,7
1000,2,-17.256497,4
1000,3,-17.484863,4
1008,0,-17.470144,4
1008,1,-18.631142,2
1012,0,-20.0,1
1016,0,-20.0,1
1016,2,-17.329362,4
1020,2,-20.0,1
1020,3,-16.201415,5
1024,2,-20.0,1
1048,1,-10.003571,10
1060,2,-10.041039,9
1060,3,-11.006735,10
1072,0,-6.412153,14
1076,0,-20.0,1
1080,2,-15.577183,5
1084,1,-12.5171,9
1092,3,-13.288425,8
1104,2,-14.134718,6
1108,1,-16.03833,6
1112,0,-10.758937,9
1112,1,-20.0,1
1124,3,-12.503663,8
1128,2,-14.837266,6
1128,3,-20.0,1
1132,3,-20.0,1
1156,1,-10.908298,11
1164,0,-8.952488,13
1164,2,-11.508937,9
1168,0,-20.0,1
1168,2,-20.0,1
1168,3,-13.860258,9
1172,0,-20.0,1
1176,1,-16.529615,5
1192,2,-14.53141,6
1200,0,-12.199775,7
1204,2,-17.561621,3
1208,2,-20.0,1
1212,1,-13.459738,9
1212,2,-20.0,1
1224,3,-3.926297,14
1228,0,-13.265416,7
1228,1,-17.416637,4
1228,3,-20.0,1
1232,0,-20.0,1
1232,2,-15.974103,5
1236,0,-20.0,1
1264,2,-11.638941,8
1268,1,-12.085056,10
1272,3,-9.334978,11
1276,3,-20.0,1
1280,0,-9.988019,11
1280,2,-17.610436,4
1284,0,-20.0,1
1284,2,-20.0,1
1288,0,-20.0,1
1312,0,-15.376389,6
1316,2,-13.546889,8
1320,3,-9.310522,11
1324,3,-20.0,1
1340,2,-13.549061,6
1348,2,-18.607477,2
1360,0,-9.443066,12
1364,0,-20.0,1
1364,2,-17.037145,4
1372,1,3.36079,26
1372,3,-8.196657,12
1376,0,-18.076403,3
1376,1,-20.0,1
1380,0,-20.0,1
1380,1,-20.0,1
1388,2,-15.312788,6
1396,3,-14.648671,6
1400,3,-20.0,1
1408,1,-12.198164,7
1412,1,-20.0,1
1416,1,-20.0,1
1420,1,-20.0,1
1420,2,-11.464339,8
1420,3,-15.824104,5
1436,2,-17.767176,4
1436,3,-17.328867,4
1452,1,-12.19581,8
1452,2,-17.097635,4
1456,2,-20.0,1
1468,3,-11.492541,8
1472,0,1.9696,23
1472,2,-17.038675,4
1500,0,-13.216399,7
1500,3,-11.786507,8
1504,3,-20.0,1
1508,2,-11.448715,9
1532,1,0.0179,20
1536,0,-12.652216,9
1556,3,-8.019415,13
1560,0,-13.726762,6
1600,2,1.564321,23
1604,0,-8.933662,11
1604,1,0.489956,18
1608,3,-8.318139,13
1628,2,-13.808193,7
1652,1,-7.501208,12
1652,3,-10.616988,11
1664,2,-10.947701,9
1672,1,-16.474535,5
1688,0,3.383696,21
1692,0,-20.0,1
1724,2,-5.495622,15
1728,2,-20.0,1
1732,0,-10.457811,10
1732,2,-20.0,1
1744,1,-3.97081,18
1744,3,1.609282,23
1748,3,-20.0,1
1784,0,-7.992696,13
1788,2,-9.501881,14
1792,2,-20.0,1
1800,3,-7.693564,13
1808,1,-3.922019,16
1828,0,-9.580002,11
1832,3,-12.827228,8
1836,2,-11.319193,11
1840,2,-20.0,1
1844,2,-20.0,1
1856,0,-15.270007,7
1860,1,-8.685669,13
1888,3,-5.549999,14
1892,1,-12.198454,8
1904,0,-8.553523,12
1904,2,-5.928057,15
1908,0,-20.0,1
1908,2,-20.0,1
1924,3,-13.254534,9
1928,3,-20.0,1
1936,0,-13.789294,7
1936,2,-13.839791,7
1980,3,-9.719956,13
1992,2,-10.506839,14
1996,0,-2.325616,15
2000,1,8.555671,27
2024,3,-7.526059,11
2028,2,-11.279446,9
2036,1,-12.40868,9
2056,2,-15.843932,7
2068,0,-2.529868,18
2072,0,-20.0,1
2076,1,-12.552869,10
2080,1,-20.0,1
2084,1,-20.0,1
2088,2,-13.114459,8
2092,2,-20.0,1
2096,2,-20.0,1
2100,2,-20.0,1
2108,0,-12.790291,9
2116,1,-12.776593,8
2140,3,10.417456,29
2144,3,-20.0,1
2160,2,-9.29639,15
2172,0,-6.828276,16
2180,1,-4.896612,16
2184,1,-20.0,1
2184,3,-11.676323,10
2188,1,-20.0,1
2188,3,-20.0,1
2200,2,-13.898011,10
2204,2,-20.0,1
2208,0,-10.994353,9
2212,0,-20.0,1
2216,0,-20.0,1
2228,1,-10.347179,10
2232,2,-13.962249,7
2248,1,-15.235172,5
2268,2,-14.413588,9
2276,3,1.098281,22
2280,0,-2.999374,16
2300,3,-15.110667,6
2304,3,-20.0,1
2312,1,-2.035114,16
2316,2,-10.568131,12
2344,2,-14.253621,7
2356,1,-11.433648,11
2364,3,-8.088584,15
2408,1,-8.39905,13
2424,3,-5.523455,15
2428,2,2.766369,21
2432,2,-20.0,1
2456,3,-12.209308,8
2460,0,24.854134,45
2472,2,-11.7528,10
2480,1,-4.019217,18
2484,1,-20.0,1
2488,1,-20.0,1
2492,1,-20.0,1
2508,0,-10.355287,12
2512,0,-20.0,1
2528,3,-3.897894,18
2564,0,-9.368884,13
2576,2,3.931815,26
2600,3,-3.553802,18
2628,0,-4.716048,16
2632,2,-2.813364,14
2636,2,-20.0,1
2664,3,-4.133757,16
2676,1,29.564463,46
2676,2,-12.829479,10
2696,0,-2.74576,17
2700,0,-20.0,1
2728,0,-13.781539,7
2744,0,-17.372584,4
2752,1,0.144437,19
2768,2,5.927625,23
2784,0,-11.620957,10
2788,0,-20.0,1
2788,1,-10.222926,9
2792,0,-20.0,1
2808,0,-17.589979,4
2816,0,-18.661689,2
2820,0,-20.0,1
2824,2,-9.324243,14
2828,2,-20.0,1
2844,1,-3.341198,14
2864,2,-13.290819,9
2936,2,-3.313924,18
2940,2,-20.0,1
2948,1,8.606064,26
2956,0,15.635211,34
2968,2,-12.462363,7
2976,1,-12.943466,7
3028,2,-5.688296,15
3068,3,121.586586,101
3092,2,-1.909084,16
3140,1,27.479157,41
3144,1,-20.0,1
3164,2,0.143844,18
3192,0,47.356736,59
3216,3,17.664096,37
3240,2,0.600725,19
3264,3,-6.288028,12
3304,1,23.571816,40
3304,3,-9.5744,10
3308,3,-20.0,1
3352,2,13.709032,28
3376,2,-12.99165,6
3384,0,37.608346,48
3412,0,-11.80693,7
3428,3,15.196228,30
3488,3,-2.563783,15
3500,1,37.777113,49
3524,0,14.568365,28
3536,0,-17.277025,3
3596,0,-3.435826,15
3600,1,7.245889,25
3608,3,14.402825,30
3636,2,59.281524,65
3740,0,24.111969,36
3756,2,17.681907,30
3784,0,-7.358288,11
3788,0,-20.0,1
3788,2,-10.666274,8
3792,0,-20.0,1
3796,0,-20.0,1
3824,2,-9.60546,9
3840,0,-7.574078,11
3840,3,50.079888,58
3888,3,-5.16433,12
3892,3,-20.0,1
3960,0,18.09543,30
3964,0,-20.0,1
3964,3,1.151889,18
3996,2,33.537586,43
4004,1,127.280072,101
4004,3,-9.199608,10
4008,1,-20.0,1
4012,1,-20.0,1
4016,1,-20.0,1
4044,3,-10.287586,10
4068,1,-5.460176,13
4072,3,-12.222459,7
4208,3,19.196184,34
4252,0,71.305125,72
4312,2,84.595269,79
4320,2,-18.623186,2
4356,1,68.117333,72
4384,2,-1.755215,16
4428,3,48.857345,55
4456,2,2.360236,18
4460,2,-20.0,1
4464,2,-20.0,1
4484,1,20.459464,32
4488,1,-20.0,1
4616,0,93.688917,91
4620,0,-20.0,1
4620,1,20.435613,33
4636,3,45.390082,52
4640,3,-20.0,1
4672,0,-3.746654,13
4676,0,-20.0,1
4680,1,-2.261802,15
4724,1,-7.893937,11
4728,0,-6.49682,13
4800,2,87.127423,84
4824,3,36.667131,46
4860,1,20.416692,34
4864,1,-20.0,1
4872,2,0.6908,18
4916,1,-4.18558,13
5008,1,7.936067,23
5012,1,-20.0,1
5016,1,-20.0,1
5020,1,-20.0,1
5040,2,33.057451,42
5044,0,83.339326,79
5044,3,48.059554,55
5068,1,-4.940529,12
5092,0,-6.587689,12
5208,2,31.117349,42
5212,2,-20.0,1
5240,0,23.37716,37
5244,2,-11.180673,8
5248,1,35.655386,45
5332,1,3.084935,21
5336,2,9.493532,23
5340,2,-20.0,1
5344,2,-20.0,1
5348,2,-20.0,1
5412,2,-1.417021,16
5420,3,101.648112,94
5432,3,-17.338568,3
5436,2,-13.634653,6
5456,1,19.33417,31
5504,2,-0.594888,17
5508,2,-20.0,1
5512,1,-3.021975,14
5512,2,-20.0,1
5568,1,-4.236938,14
5596,1,-12.614236,7
5616,0,103.08591,94
5652,2,20.703428,35
5692,0,2.683216,19
5696,0,-20.0,1
5696,3,65.782349,66
5720,0,-13.725613,6
5720,3,-13.629529,6
5724,3,-20.0,1
5748,1,27.743183,38
5760,0,-8.030248,10
5764,3,-8.411401,10
5792,3,-13.143287,7
5816,0,-2.829564,14
5816,2,32.00511,41
5820,0,-20.0,1
5820,2,-20.0,1
5828,1,4.099984,20
5876,2,-3.495181,14
5916,3,19.351134,31
5936,2,-1.327639,15
5948,0,19.733346,32
5968,3,-4.597352,13
5988,0,-9.302963,10
6008,2,1.197882,18
6020,1,39.173873,48
6024,1,-20.0,1
6028,1,-20.0,1
6032,3,-2.778283,16
6064,0,2.172122,19
6064,1,-9.961092,9
6108,0,-7.367011,11
6156,3,17.76756,31
6176,1,15.074984,28
6192,2,35.408491,46
6196,3,-9.904611,10
6200,3,-20.0,1
6220,0,13.424324,28
6224,0,-20.0,1
6248,3,-9.149925,12
6252,3,-20.0,1
6256,2,-4.040439,16
6260,2,-20.0,1
6300,2,-8.113148,10
6304,2,-20.0,1
6324,1,21.61704,37
6328,1,-20.0,1
6328,2,-14.157285,6
6336,0,13.712343,28
6384,3,16.96173,33
6388,3,-20.0,1
6396,2,-1.437754,17
6404,0,1.544178,17
6444,3,-4.637568,14
6448,3,-20.0,1
6452,3,-20.0,1
6456,0,-5.404337,13
6496,2,11.557059,25
6548,2,-4.983851,13
6552,0,8.384507,24
6552,2,-20.0,1
6580,1,61.308327,63
6596,2,-7.805231,11
6604,0,-5.073777,13
6608,3,30.842797,39
6624,1,-7.135433,11
6660,3,-5.436968,13
6784,0,35.000381,45
6788,0,-20.0,1
6804,3,22.870857,36
6808,3,-20.0,1
6812,3,-20.0,1
6836,1,44.874837,53
6852,0,-3.528299,16
6872,3,-3.184635,15
6876,1,-7.796827,10
6904,2,78.514673,77
6932,2,-12.427812,7
6952,2,-14.609018,5
6964,1,5.206748,22
6992,0,23.412016,35
7004,1,-8.72365,10
7008,1,-20.0,1
7016,3,21.988334,36
7068,1,-2.051253,15
7080,2,19.018626,32
7120,0,18.009132,32
7124,0,-20.0,1
7152,1,6.645473,21
7188,3,35.345174,43
7200,1,-7.449609,12
7288,0,30.47594,41
7296,0,-18.530564,2
7368,0,0.429765,18
7376,2,75.16528,74
7380,2,-20.0,1
7384,2,-20.0,1
7432,2,-6.191737,12
7436,2,-20.0,1
7488,1,72.723061,72
7492,1,-20.0,1
7496,1,-20.0,1
7500,1,-20.0,1
7592,3,129.070349,101
7600,0,49.247548,58
7640,0,-10.259817,10
7684,1,36.183372,46
7704,3,13.645274,28
7720,1,-8.635173,9
7724,1,-20.0,1
7780,3,3.782985,19
7816,1,8.375566,23
7840,2,131.455892,101
7900,3,14.289819,30
7904,0,64.639196,66
7908,0,-20.0,1
7916,3,-16.325547,4
7920,3,-20.0,1
7924,3,-20.0,1
7952,1,21.622891,34
8000,0,9.354882,23
8016,3,6.559421,23
8020,3,-20.0,1
8024,3,-20.0,1
8028,3,-20.0,1
8040,1,3.325113,22
8064,0,-1.790799,16
8076,3,-6.713512,12
8148,3,0.165532,18
8152,3,-20.0,1
8184,1,19.243868,36
8188,1,-20.0,1
8196,1,-18.61593,2
8200,1,-20.0,1
8204,0,22.621497,35
8244,2,112.665618,101
8272,1,1.440338,18
8332,2,5.639712,22
8336,2,-20.0,1
8376,0,36.273732,43
8380,0,-20.0,1
8492,1,47.147356,55
8512,1,-15.010889,5
8516,0,24.02672,34
8528,3,101.0674,94
8560,2,52.02726,56
8564,2,-20.0,1
8584,2,-14.845466,5
8588,2,-20.0,1
8608,3,3.952939,20
8612,3,-20.0,1
8740,0,47.693972,56
8764,2,34.324079,44
8780,0,-7.552101,10
8796,2,-11.447267,8
8800,2,-20.0,1
8820,3,47.450303,52
8832,0,-5.209506,13
8868,3,-5.914102,12
8916,1,130.804774,101
8928,2,17.587224,32
8932,2,-20.0,1
8936,2,-20.0,1
8952,3,3.590895,21
8968,0,22.437561,34
8972,0,-20.0,1
9016,1,7.221349,25
9048,3,6.874593,24
9052,3,-20.0,1
9056,1,-8.765241,10
9060,1,-20.0,1
9096,2,31.476007,40
9128,1,1.190551,17
9136,2,-7.988881,10
9140,2,-20.0,1
9204,1,2.499332,19
9204,3,28.222284,38
9304,0,86.972477,83
9304,2,29.863778,41
9436,0,22.372066,33
9452,1,50.323308,62
9456,1,-20.0,1
9464,3,61.464481,65
9480,0,-7.927887,11
9480,1,-13.663637,6
9612,3,29.444143,37
9656,3,-7.402648,11
9700,0,49.424739,55
9708,2,116.716886,101
9756,1,61.913368,69
9776,1,-14.866667,5
9784,0,5.946412,21
9832,3,37.144204,44
9864,3,-10.638781,8
9868,3,-20.0,1
9872,3,-20.0,1
9912,1,21.29365,34
9952,1,-8.052651,10
10012,2,76.962531,76
10016,2,-20.0,1
10020,1,0.838167,17
10024,1,-20.0,1
10064,3,36.455462,48
10092,0,76.235456,77
10104,2,7.330202,22
10164,1,25.25213,35
10168,3,12.527467,26
10212,3,-6.984917,11
10216,3,-20.0,1
10256,3,-9.665298,10
10292,1,16.93863,32
10296,1,-20.0,1
10372,1,3.419399,19
10376,1,-20.0,1
10376,2,65.846773,68
10380,1,-20.0,1
10384,1,-20.0,1
10388,1,-20.0,1
10404,1,-16.383732,4
10468,1,0.156689,16
10472,1,-20.0,1
10472,3,47.303394,54
10496,0,132.747246,101
10504,2,21.546129,32
10528,1,-4.062029,14
10548,1,-15.192652,5
10556,0,-1.966037,15
10580,3,15.197011,27
10584,3,-20.0,1
10712,3,21.326236,32
10716,3,-20.0,1
10796,2,76.072292,73
10808,0,60.160921,63
10812,0,-20.0,1
10904,3,37.608359,47
10952,1,129.945966,101
10952,3,-6.243271,12
10992,2,41.578509,49
10996,2,-20.0,1
11004,0,40.463396,48
11008,0,-20.0,1
11036,1,6.100983,21
11040,1,-20.0,1
11044,0,-9.67172,9
11052,2,-3.71859,14
11056,2,-20.0,1
11060,2,-20.0,1
11064,2,-20.0,1
11088,3,25.094717,34
11168,2,12.607846,26
11208,3,16.938403,30
11224,1,38.406913,46
11260,3,-8.344193,13
11268,1,-6.269488,11
11300,2,21.676097,33
11356,0,77.102582,78
11400,2,7.50687,25
11424,1,29.662679,39
11428,1,-20.0,1
11444,1,-15.987234,4
11456,3,40.407462,49
11460,3,-20.0,1
11532,2,20.42648,33
11536,2,-20.0,1
11540,1,9.939293,24
11544,0,38.553194,47
11544,3,5.979943,21
11592,3,-5.775195,12
11632,2,9.358903,24
11636,2,-20.0,1
11640,1,9.719396,25
11668,2,-10.59915,8
11744,1,10.807998,26
11784,0,52.129692,60
11784,1,-8.058136,10
11784,2,15.619921,29
11876,3,63.81422,71
11880,3,-20.0,1
11936,0,24.566383,38
11952,1,31.83506,42
11956,1,-20.0,1
11960,1,-20.0,1
11964,1,-20.0,1
12004,3,17.295385,31
12036,2,59.388375,63
12120,1,28.751274,39
12120,3,14.510034,29
12124,3,-20.0,1
12128,3,-20.0,1
12176,2,22.477834,35
12180,2,-20.0,1
12208,0,63.49415,68
12272,2,9.943134,23
12360,3,52.601657,58
12364,3,-20.0,1
12376,0,32.448618,42
12432,1,81.025565,78
12452,0,2.851965,19
12456,0,-20.0,1
12488,2,49.146975,54
12492,1,-1.618358,15
12492,2,-20.0,1
12496,1,-20.0,1
12500,1,-20.0,1
12508,0,-5.069295,13
12540,1,-8.431149,10
12572,3,44.131203,52
12576,3,-20.0,1
12592,0,6.59862,21
12624,3,-5.493581,12
12636,1,9.387791,24
12688,3,-2.564944,16
12704,0,13.314926,28
12704,3,-15.590175,4
12708,0,-20.0,1
12708,3,-20.0,1
12712,0,-20.0,1
12720,2,52.264391,57
12784,1,24.383052,37
12820,2,12.131536,25
12824,2,-20.0,1
12832,1,-6.422166,12
12864,2,-9.288615,10
12948,1,18.071752,29
12952,1,-20.0,1
13008,2,22.845346,36
13012,1,-1.121273,15
13080,3,96.505859,93
13088,0,96.056815,94
13100,2,9.806645,23
13120,3,-8.379779,10
13140,1,19.602314,32
13180,3,-2.592731,15
13196,2,9.068174,24
13272,2,3.04655,19
13280,1,22.905568,35
13352,2,4.865838,20
13356,2,-20.0,1
13384,0,76.75041,74
13440,3,63.35621,65
13448,2,8.459628,23
13452,2,-20.0,1
13476,1,43.545507,49
13544,3,13.590079,26
13592,2,21.393903,35
13680,1,46.192916,51
13684,0,73.351955,75
13684,1,-20.0,1
13688,0,-20.0,1
13772,1,6.118853,22
13776,1,-20.0,1
13848,3,77.329047,76
13940,0,62.144221,63
13940,3,9.244746,23
13944,3,-20.0,1
13948,3,-20.0,1
13952,3,-20.0,1
13996,2,137.119403,101
14000,1,50.865103,56
14036,1,-8.905109,9
14168,3,50.365849,54
14172,3,-20.0,1
14176,3,-20.0,1
14216,0,69.514805,69
14216,1,36.651273,45
14220,1,-20.0,1
14244,2,56.85174,62
14332,0,16.447005,29
14332,3,30.946155,39
14336,3,-20.0,1
14344,1,18.428609,31
14412,1,1.161131,17
14508,0,37.192332,44
14512,0,-20.0,1
14516,0,-20.0,1
14536,3,45.300692,50
14548,2,80.24108,76
14552,2,-20.0,1
14556,2,-20.0,1
14560,2,-20.0,1
14568,0,-4.17637,13
14580,3,-7.202319,11
14584,1,32.685152,43
14584,3,-20.0,1
14620,1,-9.596711,9
14624,1,-20.0,1
14628,1,-20.0,1
14648,0,3.847366,20
14692,1,-1.999558,16
14720,0,2.397045,18
14724,0,-20.0,1
14728,0,-20.0,1
14740,2,32.660634,45
14812,3,55.229607,57
14828,2,7.477161,22
14868,0,23.372832,35
14872,0,-20.0,1
14880,3,0.415596,17
14884,3,-20.0,1
14900,2,1.88079,18
14904,2,-20.0,1
14908,2,-20.0,1
14964,1,68.446046,68
15064,1,12.907525,25
15084,2,33.747098,44
15120,3,50.851623,59
15128,2,-7.551212,11
15172,1,14.506351,27
15204,0,82.982116,83
15208,0,-20.0,1
15208,1,-9.420784,9
15212,1,-20.0,1
15248,2,18.474732,30
15252,2,-20.0,1
15308,2,-5.532535,14
15312,3,40.839838,48
15340,3,-12.537644,7
15344,3,-20.0,1
15368,0,32.213646,40
15372,0,-20.0,1
15384,3,-8.342825,10
15400,1,38.358355,47
15404,1,-20.0,1
15420,1,-16.304426,4
15476,1,-4.189473,14
15480,1,-20.0,1
15484,2,36.961994,44
15488,2,-20.0,1
15548,3,28.119106,41
15552,3,-20.0,1
15636,3,4.321162,21
15692,3,-3.971885,14
15728,0,98.011552,89
15728,3,-10.364023,9
15752,2,63.6768,66
15756,2,-20.0,1
15792,0,-2.559241,16
15796,0,-20.0,1
15820,3,9.083333,23
15848,3,-11.628132,7
15852,3,-20.0,1
15880,2,18.437699,31
15884,1,136.027128,101
15932,2,-3.84559,13
15932,3,5.46758,20
15936,2,-20.0,1
15940,0,27.169659,36
15980,2,-6.863871,11
15980,3,-6.471641,12
16028,1,25.185878,36
16044,3,-1.158179,16
16136,1,13.327287,27
16148,0,47.588365,52
16168,1,-10.958123,8
16172,2,38.266021,48
16176,3,22.706949,33
16180,3,-20.0,1
16184,3,-20.0,1
16192,0,-8.582742,11
16200,2,-12.540417,7
16260,1,5.294633,23
16264,0,1.291198,18
16276,1,-16.546635,4
16296,2,10.934023,24
16300,2,-20.0,1
16316,3,21.0789,33
16332,1,-3.290955,14
16356,0,8.516372,23
16360,0,-20.0,1
16364,0,-20.0,1
16376,3,-1.28886,15
16392,0,-11.847194,7
16396,0,-20.0,1
16428,2,16.535995,32
16460,2,-11.031386,8
16464,0,1.307926,17
16520,2,-1.499441,15
16520,3,24.570649,36
16524,2,-20.0,1
16532,0,0.896641,17
16552,3,-11.203356,8
16556,3,-20.0,1
16736,1,127.621949,101
16772,0,54.818662,60
16828,1,9.333807,23
16836,2,82.183423,78
16840,1,-17.223778,3
16840,2,-20.0,1
16844,2,-20.0,1
16852,3,73.902607,74
16896,3,-6.769054,11
16900,3,-20.0,1
16928,3,-12.050383,7
16988,2,24.479603,36
17028,0,60.156627,64
17040,3,12.941324,28
17044,2,-4.394378,14
17056,1,48.071124,54
17080,3,-7.81337,10
17084,3,-20.0,1
17096,2,-4.327621,13
17100,0,3.123151,18
17104,0,-20.0,1
17136,2,-8.39464,10
17168,1,13.589099,28
17204,0,11.758241,25
17208,0,-20.0,1
17216,2,5.908716,20
17276,0,0.990119,17
17336,0,-1.038157,15
17404,0,0.942113,17
17424,2,43.430441,52
17428,2,-20.0,1
17432,2,-20.0,1
17436,3,90.851542,88
17452,2,-14.281848,5
17456,0,-3.916575,13
17460,0,-20.0,1
17464,0,-20.0,1
17496,1,89.251497,82
17500,3,-0.446402,16
17576,1,2.601155,20
17584,2,16.698696,33
17588,3,6.600733,22
17592,3,-20.0,1
17624,3,-10.913452,8
17628,3,-20.0,1
17644,0,38.914517,45
17696,0,-6.850466,13
17696,3,2.342088,17
17732,3,-10.12269,9
17740,1,31.807528,41
17756,2,33.336273,43
17848,3,17.898466,29
17868,1,15.535593,32
17904,1,-9.222371,9
17908,1,-20.0,1
17912,0,49.920605,54
17912,1,-20.0,1
17976,3,19.293126,32
18004,1,8.722363,23
18008,0,9.721563,24
18040,1,-10.099584,9
18048,2,74.14127,73
18052,0,-6.009255,11
18056,3,6.331259,20
18136,2,6.281042,22
18144,3,5.980909,22
18172,0,18.171334,30
18176,2,-9.009684,10
18208,2,-11.198672,8
18212,0,-8.803712,10
18236,3,9.086287,23
18252,2,-7.580035,11
18256,2,-20.0,1
18260,2,-20.0,1
18312,3,3.228125,19
18324,0,14.243225,28
18400,1,95.561997,90
18424,2,34.018713,41
18436,0,15.086784,28
18440,0,-20.0,1
18444,0,-20.0,1
18448,0,-20.0,1
18488,0,-8.756501,10
18512,1,14.285462,28
18520,3,43.795382,52
18576,0,8.014607,22
18576,1,-0.464489,16
18616,0,-8.842666,10
18620,0,-20.0,1
18624,0,-20.0,1
18640,3,18.140767,30
18656,0,-10.403831,8
18716,3,2.220971,19
18720,3,-20.0,1
18748,1,35.109889,43
18752,1,-20.0,1
18756,1,-20.0,1
18764,2,88.935451,85
18768,0,15.226258,28
18916,3,41.413711,49
18936,0,31.196744,42
18948,1,40.771446,48
18952,1,-20.0,1
18956,1,-20.0,1
19000,2,56.698756,59
19064,3,23.525555,37
19068,0,19.914766,33
19180,3,15.635007,29
19240,3,-3.074484,15
19252,1,73.720281,74
19284,2,68.723849,71
19408,3,31.420685,42
19432,1,36.86297,45
19436,1,-20.0,1
19472,0,130.938571,101
19472,3,-0.196728,16
19476,0,-20.0,1
19476,3,-20.0,1
19480,0,-20.0,1
19560,2,70.067559,69
19560,3,6.349516,21
19564,2,-20.0,1
