#{"t_start": 1767541112.093963, "env_id": "None"}
r,l,t
-20.0,1,1974.875353
-13.139946,6,1974.986721
2.745294,18,1975.329522
26.86035,35,1975.973233
30.466265,38,1976.656253
141.764029,101,1978.457555
-20.0,1,1978.477652
-7.096916,10,1978.664719
-3.038426,13,1978.927917
-20.0,1,1978.951471
5.206821,19,1979.319232
17.392911,28,1979.869842
-11.287702,7,1980.013288
-20.0,1,1980.045489
-20.0,1,1980.073256
-20.0,1,1980.096821
19.023275,30,1980.660443
-20.0,1,1980.683057
47.88808,52,1981.586875
-20.0,1,1981.606383
60.775562,59,1982.70484
5.843995,20,1983.130178
21.013262,31,1983.679387
5.389349,19,1984.06312
-20.0,1,1984.083699
35.815202,41,1984.817693
-20.0,1,1984.841752
-18.672763,2,1984.882849
-20.0,1,1984.902466
58.996352,59,1985.970529
-11.789932,8,1986.114092
-20.0,1,1986.134284
72.953743,69,1987.390594
88.172126,80,1988.911684
-6.388921,11,1989.119932
-12.539533,7,1989.259108
-18.589776,2,1989.301026
-20.0,1,1989.321605
3.310964,19,1989.670975
-11.415088,7,1989.802367
29.941349,36,1990.465222
28.228783,36,1991.231416
-20.0,1,1991.252512
-8.832953,9,1991.411231
19.67765,30,1992.073189
-6.427943,11,1992.385263
-20.0,1,1992.406197
5.322481,19,1992.768315
141.926312,101,1994.677157
27.188696,36,1995.339925
78.929062,71,1996.61888
-10.169403,8,1996.766363
-11.699812,7,1996.917004
24.524994,35,1997.591595
73.39691,70,1998.922669
0.675378,16,1999.204959
-20.0,1,1999.22569
2.756552,17,1999.538238
-20.0,1,1999.559477
38.939227,42,2000.366625
-20.0,1,2000.388074
34.432391,40,2001.220001
39.193052,44,2002.024319
15.20321,26,2002.473405
17.444317,27,2002.957716
-20.0,1,2002.977726
32.636119,40,2003.647099
9.730467,22,2004.071563
102.820603,93,2005.769749
30.40707,38,2006.515804
1.930318,17,2006.847683
-8.761197,9,2007.126538
10.231588,23,2007.571424
-8.866863,9,2007.74612
-20.0,1,2007.767097
15.769803,28,2008.285008
85.185942,77,2009.741053
-20.0,1,2009.763348
33.31616,40,2010.502021
81.900639,73,2011.860039
5.113293,20,2012.226649
7.083417,21,2012.6124
-11.464969,7,2012.748993
14.425994,26,2013.3357
6.784465,22,2013.771285
-20.0,1,2013.794264
-20.0,1,2013.819652
-20.0,1,2013.845811
-6.221003,11,2014.060796
18.515803,29,2014.582777
-20.0,1,2014.603136
11.949018,24,2015.07641
-20.0,1,2015.097527
-5.929035,11,2015.307349
-4.468551,13,2015.548982
-20.0,1,2015.57101
-5.212864,12,2015.804785
15.495544,27,2016.339299
61.809541,60,2017.457046
20.347635,31,2018.037167
-7.443678,11,2018.232083
-20.0,1,2018.252033
-20.0,1,2018.272358
-20.0,1,2018.295131
14.040706,25,2018.762898
-20.0,1,2018.783969
3.815862,18,2019.142694
-20.0,1,2019.163794
11.444868,24,2019.62205
36.297116,43,2020.449095
2.826856,18,2020.786322
-16.27181,4,2020.868415
25.957862,35,2021.51959
-20.0,1,2021.541042
13.58244,26,2022.042623
19.20093,29,2022.584059
44.273084,48,2023.49003
20.399357,31,2024.080352
-20.0,1,2024.102325
8.309801,21,2024.539282
25.704421,34,2025.201897
25.451863,35,2025.833342
53.74649,54,2026.859952
144.200586,101,2028.627884
-20.0,1,2028.647893
67.863016,65,2029.883148
40.297913,44,2030.765559
10.56909,24,2031.236029
36.35028,43,2032.06422
-20.0,1,2032.087093
-14.544788,5,2032.186491
37.548542,43,2032.978455
32.134343,39,2033.672021
-15.728728,4,2033.751411
6.586077,21,2034.148429
-20.0,1,2034.167839
-20.0,1,2034.188306
31.358872,38,2034.865588
-4.92855,12,2035.110765
-20.0,1,2035.132487
-20.0,1,2035.154044
1.748756,17,2035.455746
56.718966,58,2036.491858
32.743818,41,2037.233686
-16.29532,4,2037.311259
-7.537514,10,2037.493621
-20.0,1,2037.513776
-20.0,1,2037.535247
15.677836,27,2038.060623
-20.0,1,2038.081708
135.110656,101,2039.879661
-20.0,1,2039.900944
-20.0,1,2039.921132
85.26181,78,2041.257162
25.92436,34,2041.848981
9.801776,24,2042.286876
17.166318,28,2042.765667
-4.73066,12,2042.991553
69.791164,69,2044.239423
-20.0,1,2044.261675
-20.0,1,2044.283541
-13.556157,6,2044.403513
-0.343491,17,2044.724421
-20.0,1,2044.745302
-9.061262,9,2044.934724
142.430735,101,2046.751774
-11.807092,7,2046.893501
134.075942,101,2048.732991
-12.858881,6,2048.86065
27.241431,35,2049.533701
-14.434426,5,2049.623691
-20.0,1,2049.644317
-1.175971,15,2049.926675
-20.0,1,2049.947102
-20.0,1,2049.967235
-20.0,1,2049.987168
10.43393,23,2050.41712
45.887273,48,2051.389806
-20.0,1,2051.411773
-20.0,1,2051.436499
-3.972074,13,2051.686858
5.031127,19,2052.107385
53.813994,55,2053.185005
71.906844,65,2054.373454
31.340175,38,2055.030565
142.951586,101,2057.002261
-20.0,1,2057.022756
-20.0,1,2057.043267
8.338358,22,2057.463789
58.694525,60,2058.554681
8.20941,22,2058.945921
-20.0,1,2058.965954
-18.626948,2,2059.005954
-8.095616,10,2059.192414
25.315997,34,2059.829689
-20.0,1,2059.85449
30.850049,37,2060.541107
-4.344057,12,2060.788574
-20.0,1,2060.813059
-20.0,1,2060.840262
141.321241,101,2062.709117
0.081337,16,2063.00765
5.001909,20,2063.379223
136.015829,101,2065.223724
-17.336377,3,2065.27935
-20.0,1,2065.299521
-20.0,1,2065.319749
-20.0,1,2065.33993
11.613054,24,2065.79335
28.097645,35,2066.444332
78.748063,72,2067.754953
33.587239,40,2068.506742
-20.0,1,2068.527542
14.039409,26,2069.001908
48.769769,51,2069.910765
1.614937,17,2070.211597
-20.0,1,2070.234572
97.79336,85,2071.839637
28.092119,37,2072.512127
66.650387,67,2073.761543
-20.0,1,2073.782057
-20.0,1,2073.802553
48.258083,50,2074.737647
-1.577769,15,2075.033331
-20.0,1,2075.056264
-20.0,1,2075.078614
67.935946,63,2076.24477
-8.520578,10,2076.429645
29.675764,38,2077.102131
56.604018,57,2078.116264
-0.157033,15,2078.394653
3.28987,18,2078.747946
-20.0,1,2078.76983
5.330117,19,2079.154179
35.972329,40,2079.874086
71.859225,69,2081.141763
13.824482,25,2081.601824
9.962222,23,2082.040371
-20.0,1,2082.060596
4.221187,18,2082.379729
-20.0,1,2082.399993
-18.63324,2,2082.438715
-11.052548,8,2082.58284
43.651719,46,2083.45604
-20.0,1,2083.476894
13.484921,25,2083.959702
57.635851,57,2085.013527
-13.130273,6,2085.123246
62.424099,62,2086.221468
7.018606,21,2086.614416
45.876707,49,2087.508385
-3.164006,14,2087.767352
138.801124,101,2089.562839
57.936185,57,2090.611942
3.960056,19,2090.960657
12.448148,24,2091.435856
32.932119,39,2092.197857
29.703947,36,2092.899959
40.475472,45,2093.70203
46.483366,49,2094.613432
-20.0,1,2094.632601
-20.0,1,2094.652296
-8.75642,9,2094.826451
12.386573,24,2095.29227
14.524406,26,2095.783376
-0.061489,16,2096.082782
-6.165023,11,2096.282901
-11.387485,7,2096.414767
0.4796,16,2096.729097
9.774177,22,2097.149397
15.31079,27,2097.651007
-20.0,1,2097.672327
82.579573,74,2099.016407
86.225007,78,2100.471046
-14.230763,5,2100.561702
140.536283,101,2102.514662
35.702065,41,2103.274744
0.866084,16,2103.556394
44.159985,47,2104.467069
-20.0,1,2104.487081
-6.545674,11,2104.692149
25.418024,33,2105.30645
2.312568,17,2105.625695
-18.578769,2,2105.671697
58.252969,58,2106.729562
59.756295,57,2107.831942
-20.0,1,2107.856559
-20.0,1,2107.877031
-20.0,1,2107.89844
-20.0,1,2107.919844
22.476282,32,2108.508638
0.751415,16,2108.804758
14.462102,26,2109.305847
52.811406,52,2110.271113
-20.0,1,2110.290898
57.088065,56,2111.4756
18.966733,29,2112.054285
64.88692,63,2113.343464
-15.815236,4,2113.417681
6.407458,20,2113.772934
96.68221,84,2115.344493
-20.0,1,2115.364605
-0.768655,15,2115.635108
-20.0,1,2115.658812
31.268487,38,2116.368926
33.649528,40,2117.208015
139.595712,101,2119.077103
-11.651559,7,2119.214238
-20.0,1,2119.234726
4.97351,19,2119.578729
53.094128,61,2120.695988
23.560076,33,2121.312175
10.374425,25,2121.764772
24.30811,34,2122.415709
-9.079363,9,2122.583978
-20.0,1,2122.606102
-20.0,1,2122.630081
-20.0,1,2122.654115
-4.663872,12,2122.887713
2.619707,18,2123.252437
4.04841,18,2123.627122
-3.703883,13,2123.875468
-5.788022,11,2124.084349
22.448095,31,2124.647004
56.248857,57,2125.669753
30.760375,39,2126.36423
-10.645444,8,2126.513036
88.054413,78,2127.919705
17.386018,29,2128.503205
-11.339065,7,2128.634439
25.170104,34,2129.281948
3.448329,18,2129.606157
23.635125,32,2130.168482
-20.0,1,2130.188402
-20.0,1,2130.208861
134.692464,101,2132.082744
12.077718,25,2132.5641
14.493797,26,2133.052027
51.077258,52,2133.984258
-20.0,1,2134.006545
-20.0,1,2134.025785
34.766733,41,2134.797499
6.171592,20,2135.195603
-20.0,1,2135.216713
-12.572619,7,2135.347674
53.798632,55,2136.41563
-3.436522,13,2136.651388
-20.0,1,2136.671326
42.65481,47,2137.55028
-20.0,1,2137.571701
-20.0,1,2137.59503
3.424023,18,2137.931087
23.402616,32,2138.47786
-10.481033,9,2138.63635
-1.759114,14,2138.898413
-7.11773,10,2139.082684
6.454341,20,2139.464643
-3.439016,13,2139.699824
-7.658974,10,2139.906715
20.962121,30,2140.467201
-15.775151,4,2140.542019
-20.0,1,2140.562396
32.658436,39,2141.336859
-9.67513,10,2141.530616
-10.0221,9,2141.69593
-11.371097,8,2141.859501
-2.31516,16,2142.165216
13.34109,25,2142.638807
-20.0,1,2142.659052
62.117169,65,2143.855577
25.990143,34,2144.474039
11.149682,23,2144.878937
-12.685833,6,2144.979737
-16.030248,4,2145.048248
-20.0,1,2145.067326
25.815408,34,2145.631311
-5.188259,12,2145.864378
-6.301478,11,2146.072736
51.902539,54,2147.080649
-3.527253,13,2147.316329
-9.991811,9,2147.479966
-6.819626,11,2147.689508
-15.753367,4,2147.774712
23.62102,32,2148.377044
-20.0,1,2148.397221
5.897098,20,2148.766962
-20.0,1,2148.786399
29.371366,38,2149.469867
80.207155,73,2150.775942
-20.0,1,2150.796564
125.732564,101,2152.719027
-20.0,1,2152.740145
-20.0,1,2152.763309
8.953904,23,2153.203574
43.185918,46,2154.030934
47.460095,49,2154.938712
22.289998,32,2155.527806
22.08549,32,2156.104451
63.78174,60,2157.218367
139.554717,101,2159.032545
9.985363,22,2159.44409
-10.409508,8,2159.603479
-13.107888,6,2159.714958
3.332007,19,2160.074353
-20.0,1,2160.094836
-20.0,1,2160.11514
106.136147,98,2161.971286
-5.738148,12,2162.193554
-20.0,1,2162.215994
-11.435711,7,2162.354195
55.095024,54,2163.362502
27.732547,36,2164.061291
60.096276,61,2165.172659
-20.0,1,2165.194006
46.926647,49,2166.055373
60.324842,62,2167.205479
-20.0,1,2167.226193
-17.265928,3,2167.284528
-20.0,1,2167.305551
-20.0,1,2167.327894
-2.33889,15,2167.606447
7.418942,21,2168.01078
-20.0,1,2168.030951
-20.0,1,2168.051242
-1.859127,14,2168.307786
21.827264,31,2168.898974
38.699951,44,2169.69111
52.705918,53,2170.652707
-20.0,1,2170.675118
-0.922782,15,2170.968485
-20.0,1,2170.991972
14.783623,26,2171.517519
-20.0,1,2171.537256
1.124623,16,2171.881236
-20.0,1,2171.907077
-1.345956,15,2172.219852
-20.0,1,2172.24109
2.307463,17,2172.556088
63.185025,62,2173.710454
-14.558721,5,2173.802275
59.837953,62,2174.959762
-20.0,1,2174.979274
25.506625,34,2175.583948
8.190968,21,2175.995547
92.279409,83,2177.541127
47.410942,54,2178.537773
-10.258317,8,2178.715185
-10.302208,9,2178.917406
-20.0,1,2178.938796
-9.415916,9,2179.110253
-20.0,1,2179.132219
139.666588,101,2180.911546
-20.0,1,2180.935249
12.082371,24,2181.378486
28.649134,38,2182.092754
-20.0,1,2182.116457
2.041525,18,2182.44029
1.136931,17,2182.752246
76.025442,71,2184.053576
-20.0,1,2184.074334
-13.12494,6,2184.185625
-7.123268,10,2184.381474
-4.433473,13,2184.629792
-20.0,1,2184.649753
-20.0,1,2184.669769
-3.349372,13,2184.923699
-20.0,1,2184.946558
11.063973,23,2185.376709
-18.573773,2,2185.420151
-10.273592,8,2185.575202
-0.811892,15,2185.888178
14.89008,26,2186.388612
132.300837,101,2188.286505
-20.0,1,2188.307425
-20.0,1,2188.327136
-3.425907,13,2188.564074
-3.632255,13,2188.794611
-20.0,1,2188.820234
-20.0,1,2188.844913
41.649447,45,2189.939265
-20.0,1,2189.961639
3.848547,18,2190.399538
-20.0,1,2190.42025
-14.443569,5,2190.514836
10.53284,23,2190.967704
-20.0,1,2190.98773
34.631389,41,2191.767706
71.347849,67,2193.054275
-20.0,1,2193.076151
-9.824304,9,2193.233488
115.286037,101,2196.048062
-20.0,1,2196.069682
59.971338,58,2197.2981
-20.0,1,2197.318396
-20.0,1,2197.338414
15.486304,26,2197.829804
46.484712,49,2198.744895
118.665181,101,2200.638126
-0.469585,15,2200.989468
-20.0,1,2201.014669
7.607282,21,2201.526931
19.2202,31,2202.135387
33.641827,41,2202.975823
6.094725,21,2203.365248
20.176239,31,2203.975016
-20.0,1,2203.994999
130.555827,101,2205.831916
-20.0,1,2205.855434
-20.0,1,2205.877827
-20.0,1,2205.899885
-20.0,1,2205.92469
-15.694789,4,2206.006408
70.513331,67,2207.293973
3.541869,18,2207.632335
39.443054,45,2208.73581
-20.0,1,2208.757764
16.91186,28,2209.485249
18.185,30,2210.139869
-20.0,1,2210.160463
30.384321,38,2210.87182
-10.363723,8,2211.031714
20.611512,32,2211.642833
75.176345,70,2212.908964
20.258575,31,2213.590731
60.263282,59,2214.735509
-20.0,1,2214.758791
46.962166,50,2215.66366
115.164501,100,2217.46133
8.108274,22,2217.939759
16.500905,28,2218.579186
-20.0,1,2218.605365
93.243024,82,2220.754884
62.530429,61,2222.591401
-20.0,1,2222.615694
-20.0,1,2222.637856
10.993212,25,2223.208373
20.680456,30,2223.77645
-20.0,1,2223.796285
29.15351,37,2224.476116
74.023918,68,2226.345269
139.25118,101,2228.309974
21.930344,31,2228.902831
43.214545,46,2229.734688
-2.279328,14,2230.021064
137.912156,101,2232.072541
-5.011916,12,2232.343596
31.238632,38,2233.172403
45.717469,47,2234.151262
-20.0,1,2234.173379
-20.0,1,2234.196827
-5.976741,11,2234.41355
-20.0,1,2234.436039
9.313553,23,2234.909316
-4.870791,12,2235.144524
34.917057,40,2235.90006
-18.508611,2,2235.940454
-20.0,1,2235.961935
53.285004,53,2236.973437
-20.0,1,2237.000583
53.930472,56,2238.087833
70.710121,65,2239.475081
81.108241,75,2240.914276
6.474063,20,2241.292642
-20.0,1,2241.312603
-17.284323,3,2241.368525
-20.0,1,2241.388678
99.015946,86,2243.084691
-20.0,1,2243.105319
-6.320944,11,2243.309274
38.673229,43,2244.197783
-4.921257,12,2244.478533
73.834842,67,2246.262937
11.980375,24,2246.687817
-7.535094,10,2246.911464
-0.309563,15,2247.192567
2.237165,17,2247.592776
-20.0,1,2247.612873
6.276802,20,2247.992722
-20.0,1,2248.015948
70.724854,67,2249.270841
-20.0,1,2249.293049
43.621467,47,2250.135689
-14.840535,5,2250.230856
-1.873633,14,2250.476885
-5.719351,11,2250.679681
17.603179,28,2251.173602
20.454258,31,2251.730871
-1.687796,14,2252.00519
36.339764,42,2252.825458
-20.0,1,2252.8511
-20.0,1,2252.872806
61.674824,60,2254.084564
-12.903814,6,2254.190128
-20.0,1,2254.212992
0.252662,17,2254.511889
37.687828,42,2255.589304
-12.192411,7,2255.730299
33.725708,41,2256.50619
-20.0,1,2256.527239
0.572167,16,2256.842739
2.974378,19,2257.201928
-20.0,1,2257.221516
-20.0,1,2257.240899
-20.0,1,2257.260854
47.86891,49,2258.225412
5.606802,20,2258.656577
25.581736,35,2259.633922
57.399683,56,2260.871031
-2.947701,14,2261.144605
-20.0,1,2261.165389
1.223643,16,2261.450605
135.645024,101,2263.212983
-20.0,1,2263.236626
-20.0,1,2263.269108
41.6636,45,2264.108235
-6.020646,11,2264.323719
95.630776,94,2266.084474
44.625368,51,2267.236055
69.690951,71,2269.51192
16.712111,28,2270.978709
9.870025,22,2271.495889
-20.0,1,2271.516791
7.34396,21,2271.984643
-12.969001,6,2272.126612
-10.276348,8,2272.291899
-4.651663,12,2272.52998
-20.0,1,2272.550508
9.072814,22,2272.986722
-11.490014,7,2273.136401
62.743196,61,2274.310665
-20.0,1,2274.334367
-11.305084,7,2274.475864
16.643072,28,2274.994499
-20.0,1,2275.016979
33.672726,39,2275.746847
-20.0,1,2275.766819
-10.299387,8,2275.92341
-20.0,1,2275.943024
14.947126,26,2276.42239
-20.0,1,2276.444494
6.235118,20,2276.826681
-20.0,1,2276.855515
9.715891,23,2277.293694
5.597803,19,2277.658867
17.871917,28,2278.252882
9.10384,22,2278.692003
-9.02539,9,2278.869625
-20.0,1,2278.889641
-20.0,1,2278.911161
-20.0,1,2278.931935
-4.210369,12,2279.19753
-5.960191,12,2279.418235
13.050026,25,2279.911984
28.945064,35,2280.534453
35.755778,41,2281.308004
49.042578,50,2282.273814
-20.0,1,2282.295327
0.563635,16,2282.704893
-6.358141,11,2283.25341
3.46181,18,2283.707892
41.148142,45,2284.635077
142.420358,101,2286.478714
-20.0,1,2286.498292
21.764016,31,2287.058255
11.103664,24,2287.467536
12.365809,25,2287.940523
6.841045,20,2288.334523
46.040959,48,2289.240367
48.209328,52,2290.163694
30.626372,39,2290.887167
-20.0,1,2290.908391
2.18641,17,2291.32437
-20.0,1,2291.345903
137.063498,101,2293.473796
0.577825,16,2293.805832
-10.301344,8,2294.00161
11.074639,24,2294.444807
142.787145,101,2296.304276
56.051831,57,2297.420443
72.604512,71,2298.75281
-20.0,1,2298.773048
9.053639,24,2299.246689
6.78136,21,2299.679778
-5.479813,12,2299.947152
1.773622,17,2300.249795
0.39435,16,2300.562274
-20.0,1,2300.58377
3.665485,18,2300.967679
-20.0,1,2301.009355
-20.0,1,2301.098086
14.50742,27,2301.641545
-7.451623,10,2301.839833
-20.0,1,2301.862519
-20.0,1,2301.882974
-20.0,1,2301.904873
-10.437772,8,2302.067661
-6.607074,11,2302.289842
-2.23503,14,2302.559221
-11.763137,7,2302.694248
-20.0,1,2302.718053
27.204331,34,2303.386528
10.796389,23,2303.775507
68.219581,65,2304.94365
-6.433136,12,2305.157943
-11.494691,7,2305.283713
0.1275,16,2305.584808
23.806229,34,2306.313866
-8.377045,12,2306.542026
5.060397,19,2306.904663
16.761157,28,2307.573939
15.530104,27,2308.081054
53.14802,56,2309.1117
12.149455,24,2309.556024
0.120405,16,2309.871013
1.955426,17,2310.192156
-20.0,1,2310.212643
-17.143086,3,2310.269722
30.237251,37,2310.946375
39.033724,43,2311.762413
45.996685,49,2312.654155
-2.74986,14,2312.917185
18.954318,31,2313.503092
-20.0,1,2313.523342
57.035083,58,2314.603962
-20.0,1,2314.624422
-0.29326,15,2314.928541
32.954401,40,2315.667224
44.118795,47,2316.689478
1.03388,17,2317.030257
-20.0,1,2317.049579
-20.0,1,2317.068979
-17.291518,3,2317.129175
6.969172,20,2317.487073
49.960727,52,2318.406085
36.115071,41,2319.151089
52.738401,55,2320.14103
19.563459,29,2320.64419
-20.0,1,2320.664064
19.83421,30,2321.228738
33.942254,39,2321.92534
9.4448,22,2322.308284
-20.0,1,2322.327984
38.885144,44,2323.199244
-6.136573,11,2323.406332
-11.382769,7,2323.541481
-20.0,1,2323.569671
-20.0,1,2323.627276
-20.0,1,2323.649602
-2.386877,14,2323.952258
-11.556445,7,2324.075996
-20.0,1,2324.094885
1.379853,17,2324.395757
42.45714,46,2325.213238
20.761357,30,2325.737827
96.146826,87,2327.323966
12.345575,24,2327.771523
7.407951,21,2328.195255
-20.0,1,2328.21833
140.002345,101,2330.05722
22.060085,31,2330.765837
6.740649,20,2331.298939
-20.0,1,2331.327687
-20.0,1,2331.355688
-20.0,1,2331.380615
8.185601,21,2331.809104
-20.0,1,2331.836859
71.987647,71,2333.14044
-1.962313,15,2333.400541
20.972781,30,2333.936915
34.925166,41,2334.702561
-12.04028,7,2334.837241
5.692425,19,2335.177949
32.428254,41,2335.921781
-20.0,1,2335.942459
15.485728,26,2336.407261
10.940949,23,2336.951252
43.997681,49,2337.867029
2.908533,18,2338.208457
-3.042462,13,2338.441735
-20.0,1,2338.461597
14.82162,26,2338.950542
-20.0,1,2338.974318
62.59463,61,2340.135418
23.063436,32,2340.704124
5.516414,19,2341.07092
-20.0,1,2341.090774
14.81198,26,2341.579199
55.320365,55,2342.557457
-13.150566,6,2342.669846
-20.0,1,2342.689721
2.778146,17,2343.014725
-0.738744,15,2343.278395
61.543283,61,2344.379995
50.724474,52,2345.36687
32.976115,40,2346.140523
-8.327584,9,2346.303144
11.65731,23,2346.724578
31.539362,38,2347.449314
-14.41878,5,2347.548033
-20.0,1,2347.56899
86.878824,81,2349.028459
-0.261509,15,2349.282644
-20.0,1,2349.301849
-20.0,1,2349.322711
29.438817,37,2349.974172
141.247826,101,2352.126791
-20.0,1,2352.15261
100.381168,94,2353.842471
44.92047,51,2354.766673
-20.0,1,2354.787364
33.619514,39,2355.521975
-3.420622,13,2355.782796
-9.833693,8,2355.958923
60.987777,59,2357.171419
7.701866,21,2357.595993
65
-10.56767,8,2311.560787
14.396368,26,2312.049169
54.308276,54,2313.039019
85.101518,77,2314.479239
-10.367428,8,2314.629682
-20.0,1,2314.653155
-20.0,1,2314.674164
107.412205,96,2316.619927
-11.674859,7,2316.749005
-20.0,1,2316.769515
-9.339423,9,2316.942046
80.396922,77,2318.337537
69.028422,64,2319.481606
-20.0,1,2319.501495
7.533188,22,2319.911975
21.890097,32,2320.472418
-20.0,1,2320.492196
17.112731,28,2321.011864
82.440352,78,2322.406239
-2.139571,15,2322.699848
111.417971,99,2324.646347
-20.0,1,2324.667464
-20.0,1,2324.688615
-20.0,1,2324.709237
-20.0,1,2324.729273
-20.0,1,2324.748489
7.272627,22,2325.130694
47.377172,51,2326.037363
-2.322785,14,2326.296854
11.787614,25,2326.735567
17.661879,28,2327.252838
-13.158646,6,2327.364414
-9.998694,8,2327.511824
36.302365,44,2328.370173
50.744267,51,2329.298183
-20.0,1,2329.318427
18.134136,28,2329.824116
-12.694292,6,2329.935219
-20.0,1,2329.956072
15.142746,27,2330.560611
9.289329,22,2331.099022
-20.0,1,2331.158234
-12.377649,7,2331.30392
33.140313,40,2332.148566
141.063133,101,2333.941183
13.95084,26,2334.43667
-3.43609,13,2334.66289
-20.0,1,2334.684342
29.072878,37,2335.356184
-20.0,1,2335.376154
-20.0,1,2335.39652
147.654733,101,2337.354869
-1.823583,15,2337.633533
-20.0,1,2337.65371
-20.0,1,2337.674576
-20.0,1,2337.695449
-2.893917,14,2337.968623
-20.0,1,2337.989996
5.549385,20,2338.354671
-7.626342,10,2338.53561
-20.0,1,2338.55571
4.879804,21,2338.955607
6.187276,20,2339.346938
-20.0,1,2339.367795
1.08203,16,2339.667959
38.891986,44,2340.468194
-20.0,1,2340.488024
-11.698542,7,2340.612326
-20.0,1,2340.632284
133.824118,101,2342.485545
-11.896724,7,2342.616787
49.589543,51,2343.542364
43.012422,47,2344.402083
-20.0,1,2344.421785
7.234291,20,2344.787541
6.909774,20,2345.18855
107.909179,96,2346.996729
1.832341,17,2347.316532
-0.293632,16,2347.628375
16.994376,28,2348.146668
8.255634,21,2348.512284
-20.0,1,2348.532105
2.698258,17,2348.841636
86.561084,83,2350.305639
-0.342587,16,2350.595406
7.431866,21,2351.038223
-14.292442,5,2351.250121
1.15351,16,2351.571232
137.535334,101,2353.514505
49.760581,60,2354.589155
138.425511,101,2356.56933
-20.0,1,2356.591059
-9.536172,9,2356.776459
-8.048796,10,2356.994296
0.909428,16,2357.307184
-20.0,1,2357.328183
-20.0,1,2357.349754
4.590333,19,2357.731064
098
14.885629,26,2337.177819
98.495321,88,2338.809266
18.611903,29,2339.387465
74.715379,72,2340.707967
-20.0,1,2340.730054
16.843311,28,2341.25904
23.922086,32,2341.844649
36.716115,43,2342.613157
1.912194,17,2342.939676
-20.0,1,2342.96096
18.826036,29,2343.468081
97.280839,88,2345.109548
85.805134,78,2346.578135
39.331043,44,2347.410385
-14.302351,5,2347.509726
14.275931,26,2348.003164
78.325505,75,2349.326407
49.329177,50,2350.209594
-20.0,1,2350.229142
-20.0,1,2350.248887
-20.0,1,2350.268507
38.039424,43,2351.200613
-20.0,1,2351.245188
-20.0,1,2351.27198
34.607927,40,2352.130816
17.078908,28,2352.655394
-20.0,1,2352.675831
142.207049,101,2354.477897
3.490685,18,2354.810253
13.090265,25,2355.277808
-20.0,1,2355.29866
-6.926064,10,2355.479621
-20.0,1,2355.500532
-1.19359,14,2355.787389
-20.0,1,2355.81726
10.785014,23,2356.284598
1.704798,17,2356.632736
-8.013375,10,2356.846677
-20.0,1,2356.870239
-14.362213,5,2356.96919
-20.0,1,2356.990911
925,101,2295.680238
-20.0,1,2295.700462
-10.104364,8,2295.857991
135.04462,101,2297.814727
-10.472028,8,2297.969386
51.804503,53,2298.973757
-3.65008,13,2299.223206
-20.0,1,2299.243384
13.31247,25,2299.766987
16.338591,27,2300.287243
10.612268,23,2300.738397
-20.0,1,2300.759163
106.183906,92,2302.714404
-13.050613,6,2302.843097
47.237611,48,2303.722972
-8.332911,9,2303.891607
24.775272,33,2304.481875
32.263095,39,2305.176733
48.805357,51,2306.205321
-20.0,1,2306.227292
-8.600814,9,2306.409466
62.361386,62,2307.71701
67.236471,71,2309.039474
23.301982,33,2309.648895
60.273779,62,2310.795302
12.992156,26,2311.306293
-20.0,1,2311.327638
-20.0,1,2311.348306
-20.0,1,2311.369653
-0.573744,15,2311.652897
-20.0,1,2311.672855
-10.470176,8,2311.818534
9.181412,22,2312.218291
1.827251,17,2312.523056
-7.409753,10,2312.70873
8.259117,21,2313.11394
0.800548,16,2313.409897
141.948073,101,2315.314555
25.598592,34,2316.098538
56.255985,56,2317.166193
28.831433,36,2317.806579
119.506743,101,2319.60267
-20.0,1,2319.622067
-20.0,1,2319.641681
-20.0,1,2319.661515
36.751995,44,2320.45047
11.57121,24,2320.892003
3.515108,18,2321.224961
68.74221,64,2322.363959
-2.123133,14,2322.625459
-20.0,1,2322.648089
-20.0,1,2322.671009
-13.245668,6,2322.792322
8.793901,21,2323.218978
35.953009,46,2324.164102
142.175756,101,2325.953205
-20.0,1,2325.973465
-17.058055,3,2326.031663
-20.0,1,2326.055258
2.011696,17,2326.364473
38.750776,47,2327.212701
-13.038314,6,2327.320731
110.009141,97,2329.147466
-20.0,1,2329.167123
-20.0,1,2329.18687
-3.617565,13,2329.426539
93.43146,84,2331.251057
-20.0,1,2331.271865
15.558917,26,2331.831773
-20.0,1,2331.860744
-12.803712,6,2331.985555
44.306791,48,2332.862298
6.965475,20,2333.211928
2.622713,17,2333.512508
76.655743,72,2334.832907
85.393822,78,2336.246649
55.607088,55,2337.371447
-20.0,1,2337.391318
93.598353,82,2338.925188
-20.0,1,2338.94663
-8.403415,10,2339.145972
-20.0,1,2339.166351
25.104285,33,2339.793283
-20.0,1,2339.816241
63.319488,63,2340.971586
-20.0,1,2340.99287
-20.0,1,2341.013861
-10.284509,9,2341.177362
2.338053,17,2341.503043
56.350077,56,2342.501896
98.568949,88,2344.097744
-20.0,1,2344.118036
-4.596749,12,2344.341281
28.251623,35,2345.001351
-20.0,1,2345.025273
51.301259,54,2346.06696
45.814306,48,2346.953183
49.903413,52,2347.945339
-9.814117,8,2348.089123
55.006123,56,2349.07989
85.596481,79,2350.480352
59.226604,58,2351.746812
-20.0,1,2351.767396
-20.0,1,2351.788032
